id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,interest_rate_tier
48276,21,21600,RENT,2.904177284327541,MEDICAL,C,1075000,13.85,0.51,N,3,0,corrupted_MEDICAL,RENT_21,Medium Rate
48277,28,100000,RENT,13.0,DEBTCONSOLIDATION,A,10000,5.42,0.1,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_28,Low Rate
48278,23,96000,RENT,8.0,PERSONAL,missing,4000,14.09,0.04,N,3,0,corrupted_PERSONAL,RENT_23,Medium Rate
48279,28,90000,RENT,4.0,DEBTCONSOLIDATION,B,7000,11.71,0.08,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_28,Medium Rate
48280,35,40000,RENT,0.0,EDUCATION,B,10800,9.76,0.27,N,7,0,corrupted_EDUCATION,RENT_35,Low Rate
48281,36,233000,RENT,6.0,VENTURE,B,1500000,11.83,0.06,N,13,0,corrupted_VENTURE,RENT_36,Medium Rate
48282,24,30000,RENT,2.0,PERSONAL,C,13000,13.11,0.43,N,4,1,corrupted_PERSONAL,RENT_24,Medium Rate
48283,26,50000,RENT,10.0,DEBTCONSOLIDATION,B,8000,11.49,0.16,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_26,Medium Rate
48284,22,35496,RENT,6.0,VENTURE,C,10200,14.17,0.29,N,2,0,corrupted_VENTURE,RENT_22,Medium Rate
48285,29,65000,RENT,13.0,VENTURE,A,15000,7.51,0.23,N,7,0,corrupted_VENTURE,RENT_29,Low Rate
48286,23,75000,RENT,2.170972102398764,DEBTCONSOLIDATION,missing,15600,11.83,0.21,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
48287,24,25000,RENT,0.0,MEDICAL,B,5000,10.62,0.2,N,2,0,corrupted_MEDICAL,RENT_24,Medium Rate
48288,25,35000,RENT,6.0,DEBTCONSOLIDATION,B,5600,10.71,0.16,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_25,Medium Rate
48289,29,30000,RENT,3.0,PERSONAL,A,6000,7.66,0.2,N,6,0,corrupted_PERSONAL,RENT_29,Low Rate
48290,25,40000,RENT,5.0,EDUCATION,B,16000,12.69,0.4,N,4,1,corrupted_EDUCATION,RENT_25,Medium Rate
48291,26,60000,RENT,8.356548917257086,HOMEIMPROVEMENT,B,3000,11.86,0.05,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,Medium Rate
48292,23,30000,RENT,6.0,MEDICAL,missing,10000,13.49,0.33,N,4,1,corrupted_MEDICAL,RENT_23,Medium Rate
48293,23,110000,RENT,4.122804312027021,EDUCATION,A,1400000,6.62,0.13,N,2,0,corrupted_EDUCATION,RENT_23,Low Rate
48294,25,27600,RENT,2.0,VENTURE,B,320000,11.49,0.12,N,2,0,corrupted_VENTURE,RENT_25,Medium Rate
48295,22,60000,RENT,14.174618009272985,VENTURE,B,6000,11.11,0.1,N,4,0,corrupted_VENTURE,RENT_22,Medium Rate
48296,25,45000,RENT,-12.558029703541916,VENTURE,A,5000,7.51,0.11,N,3,0,corrupted_VENTURE,RENT_25,Low Rate
48297,26,80000,RENT,10.0,VENTURE,A,10000,8.94,0.13,N,3,0,corrupted_VENTURE,RENT_26,Low Rate
48298,29,120000,RENT,14.668280022416177,EDUCATION,missing,4800,13.61,0.04,N,6,0,corrupted_EDUCATION,RENT_29,Medium Rate
48299,29,52833,RENT,7.0,VENTURE,B,14000,12.69,0.27,N,6,0,corrupted_VENTURE,RENT_29,Medium Rate
48300,23,58000,RENT,4.0,PERSONAL,A,16700,7.51,0.27,N,4,0,corrupted_PERSONAL,RENT_23,Low Rate
48301,22,40000,RENT,6.0,EDUCATION,C,2500,13.49,0.06,N,3,0,corrupted_EDUCATION,RENT_22,Medium Rate
48302,28,90000,RENT,1.0,MEDICAL,A,15000,8.49,0.17,N,7,0,corrupted_MEDICAL,RENT_28,Low Rate
48303,26,64000,RENT,6.0,EDUCATION,D,10000,15.62,0.16,N,2,1,corrupted_EDUCATION,RENT_26,Medium Rate
48304,24,287300,RENT,5.0,EDUCATION,C,5000,14.22,0.02,N,4,0,corrupted_EDUCATION,RENT_24,Medium Rate
48305,27,40000,RENT,2.0,VENTURE,C,500000,12.53,0.13,N,7,0,corrupted_VENTURE,RENT_27,Medium Rate
48306,24,49200,RENT,8.0,VENTURE,A,2500,7.74,0.05,N,3,0,corrupted_VENTURE,RENT_24,Low Rate
48307,24,30000,RENT,8.0,HOMEIMPROVEMENT,missing,10000,7.29,0.33,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,Low Rate
48308,35,57000,RENT,1.0,MEDICAL,B,9000,10.37,0.16,N,7,0,corrupted_MEDICAL,RENT_35,Medium Rate
48309,22,48000,RENT,4.0,MEDICAL,D,8000,14.96,0.17,N,4,1,corrupted_MEDICAL,RENT_22,Medium Rate
48310,29,84000,RENT,13.0,HOMEIMPROVEMENT,A,9600,7.51,0.11,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_29,Low Rate
48311,21,27600,RENT,1.0,DEBTCONSOLIDATION,A,400000,5.99,0.14,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_21,Low Rate
48312,22,73000,RENT,6.0,VENTURE,A,7500,6.03,0.1,N,3,0,corrupted_VENTURE,RENT_22,Low Rate
48313,23,56000,RENT,0.0,DEBTCONSOLIDATION,C,6000,13.49,0.11,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
48314,25,150000,RENT,4.0,VENTURE,E,15000,16.0,0.1,N,2,0,corrupted_VENTURE,RENT_25,Medium Rate
48315,22,45240,RENT,6.0,VENTURE,B,4800,9.62,0.11,N,2,0,corrupted_VENTURE,RENT_22,Low Rate
48316,25,69000,RENT,9.0,DEBTCONSOLIDATION,D,15000,15.95,0.22,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_25,Medium Rate
48317,64,150000,RENT,0.0,PERSONAL,C,2400000,15.96,0.16,N,25,0,corrupted_PERSONAL,RENT_64,Medium Rate
48318,25,63000,RENT,9.0,VENTURE,B,2500,9.91,0.04,N,3,0,corrupted_VENTURE,RENT_25,Low Rate
48319,22,31200,RENT,3.0,EDUCATION,missing,2750,15.21,0.09,N,2,0,corrupted_EDUCATION,RENT_22,Medium Rate
48320,28,90000,RENT,9.0,DEBTCONSOLIDATION,A,5600,7.49,0.06,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_28,Low Rate
48321,23,140000,RENT,8.0,VENTURE,C,7800,13.49,0.06,N,4,0,corrupted_VENTURE,RENT_23,Medium Rate
48322,22,85000,RENT,3.0,VENTURE,C,10000,13.99,0.12,N,3,0,corrupted_VENTURE,RENT_22,Medium Rate
48323,44,30000,RENT,4.0,VENTURE,B,6000,9.91,0.2,N,13,0,corrupted_VENTURE,RENT_44,Low Rate
48324,23,39000,RENT,0.0,MEDICAL,C,3000,13.48,0.08,N,3,0,corrupted_MEDICAL,RENT_23,Medium Rate
48325,33,54000,RENT,1.5235328440325104,MEDICAL,B,13500,9.99,0.24,N,10,0,corrupted_MEDICAL,RENT_33,Low Rate
48326,25,130000,RENT,9.0,HOMEIMPROVEMENT,C,1800000,12.98,0.14,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_25,Medium Rate
48327,30,82438,RENT,11.814239004149197,HOMEIMPROVEMENT,C,15000,13.92,0.18,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_30,Medium Rate
48328,22,33600,RENT,0.0,PERSONAL,missing,10000,16.89,0.3,N,3,1,corrupted_PERSONAL,RENT_22,Medium Rate
48329,28,55000,RENT,7.110329713139923,MEDICAL,B,4800,10.25,0.09,N,8,0,corrupted_MEDICAL,RENT_28,Medium Rate
48330,23,32918,RENT,7.0,DEBTCONSOLIDATION,D,8000,14.54,0.24,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
48331,23,45500,RENT,2.0,EDUCATION,B,10000,10.36,0.22,N,3,0,corrupted_EDUCATION,RENT_23,Medium Rate
48332,22,50000,RENT,3.0,EDUCATION,B,1000000,11.86,0.2,N,2,0,corrupted_EDUCATION,RENT_22,Medium Rate
48333,32,30000,RENT,6.0,MEDICAL,B,3500,9.99,0.12,N,6,0,corrupted_MEDICAL,RENT_32,Low Rate
48334,23,30000,RENT,2.0,EDUCATION,C,7000,13.22,0.23,N,3,0,corrupted_EDUCATION,RENT_23,Medium Rate
48335,36,60000,RENT,7.0,DEBTCONSOLIDATION,B,500000,10.62,0.08,N,15,0,corrupted_DEBTCONSOLIDATION,RENT_36,Medium Rate
48336,53,40000,RENT,12.882506066011842,PERSONAL,A,1000000,5.99,0.25,N,28,0,corrupted_PERSONAL,RENT_53,Low Rate
48337,22,60000,RENT,7.313421422388266,PERSONAL,B,12000,11.71,0.2,N,3,0,corrupted_PERSONAL,RENT_22,Medium Rate
48338,23,57000,RENT,9.768129725674079,EDUCATION,A,6000,7.51,0.11,N,2,0,corrupted_EDUCATION,RENT_23,Low Rate
48339,30,36000,RENT,-3.950872809656773,DEBTCONSOLIDATION,A,600000,8.59,0.17,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_30,Low Rate
48340,26,62000,RENT,1.0,DEBTCONSOLIDATION,A,6400,7.14,0.1,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_26,Low Rate
48341,23,45000,RENT,4.0,VENTURE,A,600000,7.66,0.13,N,4,0,corrupted_VENTURE,RENT_23,Low Rate
48342,43,50000,RENT,0.9464359153585795,PERSONAL,A,12000,7.51,0.24,N,17,0,corrupted_PERSONAL,RENT_43,Low Rate
48343,24,120000,RENT,7.0,DEBTCONSOLIDATION,B,1500000,10.25,0.13,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
48344,22,40000,RENT,5.0,EDUCATION,B,10000,10.0,0.25,N,4,0,corrupted_EDUCATION,RENT_22,Medium Rate
48345,32,48000,RENT,3.0,VENTURE,B,3600,10.74,0.07,N,5,0,corrupted_VENTURE,RENT_32,Medium Rate
48346,22,75000,RENT,2.154618536342343,EDUCATION,C,2100000,14.35,0.28,N,4,0,corrupted_EDUCATION,RENT_22,Medium Rate
48347,31,120000,RENT,0.0,DEBTCONSOLIDATION,A,2300000,6.91,0.19,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_31,Low Rate
48348,26,97908,RENT,0.0,EDUCATION,D,2000000,14.83,0.22,N,2,1,corrupted_EDUCATION,RENT_26,Medium Rate
48349,22,60000,RENT,6.0,EDUCATION,C,300000,13.61,0.05,N,2,0,corrupted_EDUCATION,RENT_22,Medium Rate
48350,22,90000,RENT,6.0,EDUCATION,A,1500000,7.88,0.17,N,4,0,corrupted_EDUCATION,RENT_22,Low Rate
48351,27,76597,RENT,-7.210121905307377,EDUCATION,B,22000,10.75,0.29,N,7,0,corrupted_EDUCATION,RENT_27,Medium Rate
48352,37,50000,RENT,5.0,DEBTCONSOLIDATION,A,5500,6.03,0.11,N,11,0,corrupted_DEBTCONSOLIDATION,RENT_37,Low Rate
48353,30,55000,RENT,5.0,DEBTCONSOLIDATION,A,12000,6.03,0.22,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_30,Low Rate
48354,23,122000,RENT,3.0,EDUCATION,missing,10000,12.73,0.08,N,4,0,corrupted_EDUCATION,RENT_23,Medium Rate
48355,24,48000,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.59,0.1,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
48356,23,75000,RENT,3.052198869907395,EDUCATION,A,1400000,7.9,0.19,N,3,0,corrupted_EDUCATION,RENT_23,Low Rate
48357,27,75000,RENT,8.0,VENTURE,D,800000,14.74,0.11,N,7,0,corrupted_VENTURE,RENT_27,Medium Rate
48358,24,85000,RENT,4.0,VENTURE,A,14000,7.51,0.16,N,3,0,corrupted_VENTURE,RENT_24,Low Rate
48359,26,27600,RENT,4.0,PERSONAL,B,300000,11.49,0.11,N,4,0,corrupted_PERSONAL,RENT_26,Medium Rate
48360,22,120000,RENT,2.0,EDUCATION,A,6000,7.9,0.05,N,2,0,corrupted_EDUCATION,RENT_22,Low Rate
48361,31,56000,RENT,3.418651374141272,VENTURE,A,8500,7.51,0.15,N,7,0,corrupted_VENTURE,RENT_31,Low Rate
48362,23,59000,RENT,5.0,MEDICAL,A,400000,7.14,0.07,N,4,1,corrupted_MEDICAL,RENT_23,Low Rate
48363,32,40000,RENT,10.169049875737112,EDUCATION,A,9500,7.75,0.24,N,6,0,corrupted_EDUCATION,RENT_32,Low Rate
48364,29,50000,RENT,0.0,PERSONAL,missing,600000,10.25,0.12,N,6,0,corrupted_PERSONAL,RENT_29,Medium Rate
48365,32,98056,RENT,8.672524626350103,DEBTCONSOLIDATION,B,6000,8.88,0.07,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_32,Low Rate
48366,28,55000,RENT,3.0,MEDICAL,B,8000,10.62,0.15,N,8,0,corrupted_MEDICAL,RENT_28,Medium Rate
48367,24,105000,RENT,8.0,EDUCATION,A,10000,7.74,0.09,N,3,0,corrupted_EDUCATION,RENT_24,Low Rate
48368,22,60000,RENT,3.0,EDUCATION,C,7000,13.98,0.12,N,4,0,corrupted_EDUCATION,RENT_22,Medium Rate
48369,30,52000,RENT,0.0,DEBTCONSOLIDATION,missing,1500000,9.91,0.29,N,8,0,corrupted_DEBTCONSOLIDATION,RENT_30,Low Rate
48370,23,48000,RENT,8.0,VENTURE,A,7000,7.51,0.15,N,3,0,corrupted_VENTURE,RENT_23,Low Rate
48371,28,50000,RENT,0.0,PERSONAL,A,200000,7.4,0.04,N,6,0,corrupted_PERSONAL,RENT_28,Low Rate
48372,24,50000,RENT,0.0,DEBTCONSOLIDATION,B,800000,10.36,0.16,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
48373,36,95000,RENT,0.0,PERSONAL,missing,12000,15.23,0.13,N,15,0,corrupted_PERSONAL,RENT_36,Medium Rate
48374,39,65000,RENT,0.0,PERSONAL,B,10000,10.65,0.15,N,11,0,corrupted_PERSONAL,RENT_39,Medium Rate
48375,28,90000,RENT,9.0,VENTURE,C,2500000,15.96,0.28,N,7,0,corrupted_VENTURE,RENT_28,Medium Rate
48376,29,54000,RENT,2.0,HOMEIMPROVEMENT,E,2500000,15.68,0.46,N,9,1,corrupted_HOMEIMPROVEMENT,RENT_29,Medium Rate
48377,23,62400,RENT,3.5733783221891326,VENTURE,A,20000,8.49,0.32,N,4,0,corrupted_VENTURE,RENT_23,Low Rate
48378,27,78000,RENT,7.0,PERSONAL,missing,25000,12.73,0.32,N,9,0,corrupted_PERSONAL,RENT_27,Medium Rate
48379,25,70000,RENT,9.0,EDUCATION,B,12000,12.18,0.17,N,4,0,corrupted_EDUCATION,RENT_25,Medium Rate
48380,22,48400,RENT,6.0,VENTURE,C,11200,14.65,0.25,N,3,1,corrupted_VENTURE,RENT_22,Medium Rate
48381,24,51600,RENT,1.0,MEDICAL,B,4000,10.65,0.08,N,2,0,corrupted_MEDICAL,RENT_24,Medium Rate
48382,23,84554,RENT,0.575314488615724,PERSONAL,A,3600,6.03,0.04,N,2,0,corrupted_PERSONAL,RENT_23,Low Rate
48383,25,48000,RENT,4.0,MEDICAL,C,6600,14.22,0.14,N,4,0,corrupted_MEDICAL,RENT_25,Medium Rate
48384,22,132000,RENT,0.0,EDUCATION,B,14000,11.99,0.11,N,3,0,corrupted_EDUCATION,RENT_22,Medium Rate
48385,25,130000,RENT,4.034772808152576,DEBTCONSOLIDATION,B,3000,10.74,0.02,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_25,Medium Rate
48386,21,50000,RENT,2.0,VENTURE,missing,900000,5.99,0.18,N,3,0,corrupted_VENTURE,RENT_21,Low Rate
48387,25,30000,RENT,4.0,MEDICAL,B,9000,9.91,0.3,N,3,0,corrupted_MEDICAL,RENT_25,Low Rate
48388,29,50000,RENT,2.0,DEBTCONSOLIDATION,B,15600,10.25,0.3,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_29,Medium Rate
48389,29,43000,RENT,9.0,HOMEIMPROVEMENT,D,10000,16.77,0.23,N,9,0,corrupted_HOMEIMPROVEMENT,RENT_29,Medium Rate
48390,24,44630,RENT,2.0,VENTURE,E,15000,16.0,0.33,N,3,0,corrupted_VENTURE,RENT_24,Medium Rate
48391,29,90000,RENT,16.75253496320392,MEDICAL,B,8000,10.99,0.09,N,8,0,corrupted_MEDICAL,RENT_29,Medium Rate
48392,32,54000,RENT,5.0,HOMEIMPROVEMENT,B,280000,10.74,0.05,N,5,1,corrupted_HOMEIMPROVEMENT,RENT_32,Medium Rate
48393,33,38400,RENT,7.187344301539961,MEDICAL,B,1500,10.99,0.04,N,5,0,corrupted_MEDICAL,RENT_33,Medium Rate
48394,26,65000,RENT,7.0,PERSONAL,A,14000,8.49,0.22,N,2,0,corrupted_PERSONAL,RENT_26,Low Rate
48395,22,52000,RENT,5.0,EDUCATION,B,4600,11.86,0.09,N,3,0,corrupted_EDUCATION,RENT_22,Medium Rate
48396,24,100000,RENT,6.0,EDUCATION,A,6500,8.49,0.07,N,2,0,corrupted_EDUCATION,RENT_24,Low Rate
48397,23,45000,RENT,7.0,MEDICAL,A,8500,7.29,0.19,N,2,0,corrupted_MEDICAL,RENT_23,Low Rate
48398,22,34000,RENT,2.0,DEBTCONSOLIDATION,B,9000,10.65,0.26,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,Medium Rate
48399,28,130000,RENT,8.559681153222835,HOMEIMPROVEMENT,B,800000,10.59,0.06,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_28,Medium Rate
48400,24,27000,RENT,3.0,VENTURE,C,13450,13.49,0.45,N,2,1,corrupted_VENTURE,RENT_24,Medium Rate
48401,34,108000,RENT,4.0,EDUCATION,A,10000,7.14,0.09,N,8,0,corrupted_EDUCATION,RENT_34,Low Rate
48402,22,25000,RENT,0.0,MEDICAL,A,10500,7.66,0.4,N,3,1,corrupted_MEDICAL,RENT_22,Low Rate
48403,27,78000,RENT,5.0,PERSONAL,A,8100,7.49,0.1,N,8,0,corrupted_PERSONAL,RENT_27,Low Rate
48404,27,50000,RENT,4.0,MEDICAL,B,18000,9.91,0.36,N,8,1,corrupted_MEDICAL,RENT_27,Low Rate
48405,25,37000,RENT,6.77975006163297,MEDICAL,A,15000,6.54,0.41,N,2,0,corrupted_MEDICAL,RENT_25,Low Rate
48406,26,65000,RENT,-11.402761369318492,DEBTCONSOLIDATION,B,1800000,9.88,0.28,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_26,Low Rate
48407,24,49200,RENT,8.0,EDUCATION,A,4000,7.51,0.08,N,3,0,corrupted_EDUCATION,RENT_24,Low Rate
48408,22,36000,RENT,4.0,DEBTCONSOLIDATION,C,4000,14.79,0.11,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,Medium Rate
48409,23,50000,RENT,3.0,VENTURE,B,20000,10.75,0.4,N,3,1,corrupted_VENTURE,RENT_23,Medium Rate
48410,25,85900,RENT,6.0,DEBTCONSOLIDATION,B,1000000,12.53,0.12,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,Medium Rate
48411,28,60000,RENT,12.0,HOMEIMPROVEMENT,A,200000,5.42,0.03,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_28,Low Rate
48412,22,48000,RENT,3.0,PERSONAL,B,250000,12.53,0.05,N,3,0,corrupted_PERSONAL,RENT_22,Medium Rate
48413,27,150000,RENT,0.0,PERSONAL,D,20000,16.0,0.13,N,5,0,corrupted_PERSONAL,RENT_27,Medium Rate
48414,32,42000,RENT,4.0,MEDICAL,B,17000,12.42,0.42,N,9,1,corrupted_MEDICAL,RENT_32,Medium Rate
48415,21,80000,RENT,5.0,VENTURE,A,1000000,7.51,0.13,N,2,0,corrupted_VENTURE,RENT_21,Low Rate
48416,22,43000,RENT,2.0,MEDICAL,D,1580000,14.91,0.37,N,2,1,corrupted_MEDICAL,RENT_22,Medium Rate
48417,35,64424,RENT,1.0,PERSONAL,A,9600,6.03,0.13,N,10,0,corrupted_PERSONAL,RENT_35,Low Rate
48418,27,80000,RENT,10.446273536206665,EDUCATION,B,7000,10.65,0.09,N,5,0,corrupted_EDUCATION,RENT_27,Medium Rate
48419,21,50000,RENT,7.708273741975992,VENTURE,D,12000,14.59,0.24,N,3,0,corrupted_VENTURE,RENT_21,Medium Rate
48420,23,54000,RENT,5.0,PERSONAL,B,9300,11.71,0.18,N,2,1,corrupted_PERSONAL,RENT_23,Medium Rate
48421,23,30000,RENT,7.0,PERSONAL,missing,15000,12.98,0.5,N,2,0,corrupted_PERSONAL,RENT_23,Medium Rate
48422,24,75000,RENT,13.691217058923135,PERSONAL,C,1000000,12.73,0.13,N,3,0,corrupted_PERSONAL,RENT_24,Medium Rate
48423,39,31200,RENT,2.0,DEBTCONSOLIDATION,A,3000,7.49,0.1,N,16,0,corrupted_DEBTCONSOLIDATION,RENT_39,Low Rate
48424,39,60500,RENT,14.417909659699633,VENTURE,B,700000,9.88,0.12,N,13,0,corrupted_VENTURE,RENT_39,Low Rate
48425,25,33000,RENT,1.0,HOMEIMPROVEMENT,missing,4000,14.54,0.12,N,3,1,corrupted_HOMEIMPROVEMENT,RENT_25,Medium Rate
48426,29,51992,RENT,7.0,PERSONAL,missing,15000,13.98,0.29,N,8,0,corrupted_PERSONAL,RENT_29,Medium Rate
48427,25,216000,RENT,6.0,EDUCATION,B,15000,11.71,0.07,N,3,0,corrupted_EDUCATION,RENT_25,Medium Rate
48428,22,46000,RENT,4.0,MEDICAL,B,16000,11.71,0.36,N,2,1,corrupted_MEDICAL,RENT_22,Medium Rate
48429,29,41000,RENT,1.0,DEBTCONSOLIDATION,B,10000,10.08,0.24,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_29,Medium Rate
48430,27,36000,RENT,1.0,DEBTCONSOLIDATION,C,10400,13.49,0.29,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_27,Medium Rate
48431,22,46000,RENT,4.0,DEBTCONSOLIDATION,A,700000,6.99,0.15,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,Low Rate
48432,27,70000,RENT,3.101048842903121,VENTURE,B,9000,8.88,0.13,N,10,0,corrupted_VENTURE,RENT_27,Low Rate
48433,24,65000,RENT,-8.192598927742047,VENTURE,missing,6400,7.51,0.1,N,4,0,corrupted_VENTURE,RENT_24,Low Rate
48434,40,80000,RENT,3.0,HOMEIMPROVEMENT,B,10000,11.49,0.13,N,17,0,corrupted_HOMEIMPROVEMENT,RENT_40,Medium Rate
48435,23,42000,RENT,-10.787831468564766,PERSONAL,C,1600,12.68,0.04,N,4,1,corrupted_PERSONAL,RENT_23,Medium Rate
48436,43,80000,RENT,-3.9429596547985657,MEDICAL,B,10000,9.88,0.13,N,12,0,corrupted_MEDICAL,RENT_43,Low Rate
48437,25,120000,RENT,1.0,EDUCATION,C,8000,12.61,0.07,N,2,0,corrupted_EDUCATION,RENT_25,Medium Rate
48438,37,24000,RENT,5.0,MEDICAL,missing,600000,11.49,0.25,N,14,0,corrupted_MEDICAL,RENT_37,Medium Rate
48439,32,33600,RENT,1.390074756970598,VENTURE,A,5000,6.91,0.15,N,10,0,corrupted_VENTURE,RENT_32,Low Rate
48440,32,92000,RENT,2.0,EDUCATION,C,1600000,13.47,0.17,N,9,0,corrupted_EDUCATION,RENT_32,Medium Rate
48441,27,59000,RENT,10.029096124193543,PERSONAL,A,600000,7.49,0.1,N,10,0,corrupted_PERSONAL,RENT_27,Low Rate
48442,23,60000,RENT,1.0,EDUCATION,B,12500,11.49,0.21,N,2,0,corrupted_EDUCATION,RENT_23,Medium Rate
48443,44,80000,RENT,12.0,DEBTCONSOLIDATION,A,15600,7.49,0.21,N,12,0,corrupted_DEBTCONSOLIDATION,RENT_44,Low Rate
48444,27,72000,RENT,8.0,VENTURE,A,10000,8.0,0.14,N,9,0,corrupted_VENTURE,RENT_27,Low Rate
48445,28,60000,RENT,1.0,MEDICAL,C,12000,12.53,0.2,N,7,0,corrupted_MEDICAL,RENT_28,Medium Rate
48446,22,30000,RENT,3.0,EDUCATION,missing,15000,12.53,0.5,N,3,1,corrupted_EDUCATION,RENT_22,Medium Rate
48447,41,27000,RENT,2.4495286037251853,DEBTCONSOLIDATION,A,10000,7.88,0.37,N,17,1,corrupted_DEBTCONSOLIDATION,RENT_41,Low Rate
48448,35,30000,RENT,6.593874269044887,MEDICAL,B,7000,10.99,0.23,N,5,0,corrupted_MEDICAL,RENT_35,Medium Rate
48449,23,40000,RENT,2.0,DEBTCONSOLIDATION,C,350000,14.22,0.09,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
48450,30,90000,RENT,14.0,MEDICAL,B,12000,11.49,0.13,N,8,0,corrupted_MEDICAL,RENT_30,Medium Rate
48451,37,72000,RENT,3.0,MEDICAL,B,12000,10.74,0.17,N,17,0,corrupted_MEDICAL,RENT_37,Medium Rate
48452,24,56500,RENT,1.0,HOMEIMPROVEMENT,missing,9600,14.42,0.17,N,4,1,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
48453,24,25500,RENT,3.0,VENTURE,C,350000,12.84,0.14,N,2,0,corrupted_VENTURE,RENT_24,Medium Rate
48454,33,42000,RENT,0.0,HOMEIMPROVEMENT,C,2000,12.29,0.05,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_33,Medium Rate
48455,24,90000,RENT,4.0,VENTURE,A,14000,6.92,0.16,N,3,0,corrupted_VENTURE,RENT_24,Low Rate
48456,36,35000,RENT,0.0,MEDICAL,C,5000,12.98,0.14,N,14,0,corrupted_MEDICAL,RENT_36,Medium Rate
48457,26,80000,RENT,4.0,EDUCATION,C,8000,13.98,0.1,N,2,0,corrupted_EDUCATION,RENT_26,Medium Rate
48458,24,40000,RENT,-12.22463622006062,EDUCATION,A,6000,6.03,0.15,N,2,0,corrupted_EDUCATION,RENT_24,Low Rate
48459,27,40000,RENT,11.0,MEDICAL,B,10000,10.65,0.25,N,6,0,corrupted_MEDICAL,RENT_27,Medium Rate
48460,22,42000,RENT,0.0,MEDICAL,A,8800,7.9,0.21,N,4,0,corrupted_MEDICAL,RENT_22,Low Rate
48461,29,50000,RENT,4.0,EDUCATION,A,2500,7.14,0.05,N,5,0,corrupted_EDUCATION,RENT_29,Low Rate
48462,26,54000,RENT,4.0,HOMEIMPROVEMENT,C,700000,14.65,0.13,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,Medium Rate
48463,27,84000,RENT,11.0,PERSONAL,missing,1000,6.76,0.01,N,7,0,corrupted_PERSONAL,RENT_27,Low Rate
48464,22,50350,RENT,0.0,EDUCATION,A,3600,7.88,0.07,N,4,0,corrupted_EDUCATION,RENT_22,Low Rate
48465,24,34000,RENT,7.0,DEBTCONSOLIDATION,D,5000,12.61,0.15,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
48466,22,40000,RENT,6.0,EDUCATION,B,12000,12.69,0.3,N,3,0,corrupted_EDUCATION,RENT_22,Medium Rate
48467,48,29000,RENT,0.0,EDUCATION,A,2500,8.49,0.09,N,12,0,corrupted_EDUCATION,RENT_48,Low Rate
48468,28,45000,RENT,12.0,VENTURE,C,10000,13.85,0.22,N,9,0,corrupted_VENTURE,RENT_28,Medium Rate
48469,30,64000,RENT,11.0,PERSONAL,A,2500,6.62,0.04,N,7,0,corrupted_PERSONAL,RENT_30,Low Rate
48470,26,85000,RENT,13.888004735237537,VENTURE,C,10000,12.99,0.12,N,2,0,corrupted_VENTURE,RENT_26,Medium Rate
