loan_to_income_ratio,loan_to_income_band
0.22,Moderate Ratio
347.22,High Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
166.67,High Ratio
0.14,Moderate Ratio
0.32,High Ratio
0.06,Low Ratio
0.26,Moderate Ratio
0.21,Moderate Ratio
0.02,Low Ratio
0.09,Low Ratio
0.11,Moderate Ratio
145.83,High Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.04,Low Ratio
0.25,Moderate Ratio
0.32,High Ratio
0.26,Moderate Ratio
0.25,Moderate Ratio
0.24,Moderate Ratio
0.11,Moderate Ratio
0.3,Moderate Ratio
95.24,High Ratio
0.4,High Ratio
0.18,Moderate Ratio
0.24,Moderate Ratio
0.23,Moderate Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.06,Low Ratio
0.05,Low Ratio
0.09,Low Ratio
0.02,Low Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.16,Moderate Ratio
0.19,Moderate Ratio
0.33,High Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.28,Moderate Ratio
0.07,Low Ratio
0.24,Moderate Ratio
0.12,Moderate Ratio
0.22,Moderate Ratio
0.03,Low Ratio
0.25,Moderate Ratio
258.18,High Ratio
109.09,High Ratio
0.14,Moderate Ratio
0.1,Low Ratio
0.19,Moderate Ratio
0.21,Moderate Ratio
0.29,Moderate Ratio
0.33,High Ratio
0.3,Moderate Ratio
0.3,High Ratio
0.29,Moderate Ratio
0.24,Moderate Ratio
0.2,Moderate Ratio
0.2,Moderate Ratio
100.0,High Ratio
0.36,High Ratio
0.29,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.32,High Ratio
0.23,Moderate Ratio
283.33,High Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.31,High Ratio
0.12,Moderate Ratio
0.14,Moderate Ratio
0.41,High Ratio
0.06,Low Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.23,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
47.62,High Ratio
0.17,Moderate Ratio
0.3,Moderate Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.22,Moderate Ratio
0.14,Moderate Ratio
0.4,High Ratio
0.31,High Ratio
0.28,Moderate Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.18,Moderate Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.04,Low Ratio
0.3,Moderate Ratio
90.91,High Ratio
153.85,High Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.35,High Ratio
0.5,High Ratio
433.33,High Ratio
0.22,Moderate Ratio
0.09,Low Ratio
0.28,Moderate Ratio
0.35,High Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.4,High Ratio
0.06,Low Ratio
0.1,Moderate Ratio
288.14,High Ratio
0.21,Moderate Ratio
0.1,Moderate Ratio
0.35,High Ratio
0.03,Low Ratio
0.13,Moderate Ratio
142.86,High Ratio
83.33,High Ratio
0.18,Moderate Ratio
0.04,Low Ratio
0.21,Moderate Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.27,Moderate Ratio
36.0,High Ratio
0.15,Moderate Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.38,High Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.06,Low Ratio
0.27,Moderate Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.09,Low Ratio
0.21,Moderate Ratio
0.25,Moderate Ratio
0.25,Moderate Ratio
0.23,Moderate Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.18,Moderate Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.12,Moderate Ratio
66.67,High Ratio
163.93,High Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.21,Moderate Ratio
0.34,High Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.21,Moderate Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.21,Moderate Ratio
0.23,Moderate Ratio
0.1,Low Ratio
0.09,Low Ratio
0.06,Low Ratio
0.02,Low Ratio
0.3,Moderate Ratio
0.22,Moderate Ratio
0.09,Low Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.25,Moderate Ratio
0.18,Moderate Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.3,Moderate Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.3,High Ratio
0.05,Low Ratio
0.33,High Ratio
0.1,Moderate Ratio
208.33,High Ratio
0.2,Moderate Ratio
285.71,High Ratio
0.2,Moderate Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.19,Moderate Ratio
0.1,Moderate Ratio
0.5,High Ratio
0.05,Low Ratio
0.09,Low Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.17,Moderate Ratio
0.38,High Ratio
0.03,Low Ratio
0.34,High Ratio
0.23,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.19,Moderate Ratio
0.21,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
342.86,High Ratio
0.33,High Ratio
0.09,Low Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.23,Moderate Ratio
0.31,High Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.19,Moderate Ratio
0.19,Moderate Ratio
0.33,High Ratio
0.03,Low Ratio
0.19,Moderate Ratio
0.22,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.22,Moderate Ratio
0.15,Moderate Ratio
0.5,High Ratio
100.0,High Ratio
0.03,Low Ratio
0.21,Moderate Ratio
0.24,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.06,Low Ratio
54.64,High Ratio
73.68,High Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
133.33,High Ratio
0.07,Low Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.34,High Ratio
0.02,Low Ratio
0.24,Moderate Ratio
0.08,Low Ratio
166.67,High Ratio
350.8,High Ratio
0.14,Moderate Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.07,Low Ratio
0.21,Moderate Ratio
0.14,Moderate Ratio
0.26,Moderate Ratio
0.23,Moderate Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.15,Moderate Ratio
0.35,High Ratio
0.21,Moderate Ratio
0.27,Moderate Ratio
0.23,Moderate Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
133.33,High Ratio
0.16,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.15,Moderate Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.23,Moderate Ratio
0.29,Moderate Ratio
0.15,Moderate Ratio
0.18,Moderate Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.07,Low Ratio
0.3,Moderate Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.29,Moderate Ratio
0.25,Moderate Ratio
0.29,Moderate Ratio
0.14,Moderate Ratio
400.0,High Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
200.0,High Ratio
0.1,Moderate Ratio
0.03,Low Ratio
0.27,Moderate Ratio
0.07,Low Ratio
0.09,Low Ratio
0.03,Low Ratio
0.25,Moderate Ratio
0.18,Moderate Ratio
0.33,High Ratio
0.11,Moderate Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.17,Moderate Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.02,Low Ratio
92.59,High Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.3,Moderate Ratio
215.0,High Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
142.86,High Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.27,Moderate Ratio
0.17,Moderate Ratio
60.0,High Ratio
0.18,Moderate Ratio
153.85,High Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
181.82,High Ratio
0.15,Moderate Ratio
0.04,Low Ratio
0.06,Low Ratio
0.09,Low Ratio
0.16,Moderate Ratio
0.12,Moderate Ratio
13.16,High Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.07,Low Ratio
250.0,High Ratio
0.08,Low Ratio
0.17,Moderate Ratio
100.0,High Ratio
0.08,Low Ratio
311.11,High Ratio
0.17,Moderate Ratio
0.26,Moderate Ratio
0.13,Moderate Ratio
0.16,Moderate Ratio
0.23,Moderate Ratio
0.23,Moderate Ratio
0.03,Low Ratio
0.03,Low Ratio
0.06,Low Ratio
0.26,Moderate Ratio
0.5,High Ratio
0.15,Moderate Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
238.1,High Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.04,Low Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.03,Low Ratio
0.19,Moderate Ratio
0.15,Moderate Ratio
142.86,High Ratio
0.08,Low Ratio
0.18,Moderate Ratio
0.2,Moderate Ratio
0.18,Moderate Ratio
0.24,Moderate Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.34,High Ratio
0.04,Low Ratio
0.17,Moderate Ratio
0.18,Moderate Ratio
0.06,Low Ratio
0.03,Low Ratio
250.0,High Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.07,Low Ratio
0.07,Low Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.33,High Ratio
0.13,Moderate Ratio
0.06,Low Ratio
0.01,Low Ratio
0.42,High Ratio
0.23,Moderate Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.21,Moderate Ratio
0.24,Moderate Ratio
0.31,High Ratio
76.92,High Ratio
0.38,High Ratio
0.29,Moderate Ratio
140.0,High Ratio
0.28,Moderate Ratio
0.32,High Ratio
0.41,High Ratio
0.08,Low Ratio
0.05,Low Ratio
0.22,Moderate Ratio
0.23,Moderate Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
0.21,Moderate Ratio
0.09,Low Ratio
0.08,Low Ratio
162.16,High Ratio
0.35,High Ratio
0.11,Moderate Ratio
213.07,High Ratio
0.05,Low Ratio
0.28,Moderate Ratio
0.25,Moderate Ratio
160.0,High Ratio
0.17,Moderate Ratio
148.81,High Ratio
0.43,High Ratio
0.16,Moderate Ratio
0.15,Moderate Ratio
145.83,High Ratio
0.18,Moderate Ratio
0.3,Moderate Ratio
0.09,Low Ratio
42.86,High Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
0.32,High Ratio
226.42,High Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.03,Low Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.41,High Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.33,High Ratio
0.16,Moderate Ratio
0.19,Moderate Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
0.22,Moderate Ratio
0.42,High Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.12,Moderate Ratio
0.07,Low Ratio
176.47,High Ratio
0.22,Moderate Ratio
210.53,High Ratio
30.77,High Ratio
0.03,Low Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.24,Moderate Ratio
0.1,Low Ratio
0.31,High Ratio
0.22,Moderate Ratio
0.25,Moderate Ratio
0.15,Moderate Ratio
0.02,Low Ratio
0.28,Moderate Ratio
0.07,Low Ratio
0.32,High Ratio
0.2,Moderate Ratio
0.29,Moderate Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.06,Low Ratio
0.31,High Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.23,Moderate Ratio
0.21,Moderate Ratio
0.25,Moderate Ratio
0.06,Low Ratio
321.72,High Ratio
0.1,Moderate Ratio
0.39,High Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.34,High Ratio
0.11,Moderate Ratio
0.42,High Ratio
0.16,Moderate Ratio
0.04,Low Ratio
0.04,Low Ratio
126.32,High Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.1,Moderate Ratio
0.09,Low Ratio
0.13,Moderate Ratio
51.72,High Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.4,High Ratio
0.34,High Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.16,Moderate Ratio
0.07,Low Ratio
0.03,Low Ratio
0.27,Moderate Ratio
0.11,Moderate Ratio
221.61,High Ratio
0.18,Moderate Ratio
0.25,Moderate Ratio
114.75,High Ratio
0.09,Low Ratio
0.06,Low Ratio
0.08,Low Ratio
0.05,Low Ratio
0.08,Low Ratio
114.29,High Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.04,Low Ratio
0.17,Moderate Ratio
0.1,Low Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.24,Moderate Ratio
181.82,High Ratio
0.11,Moderate Ratio
0.42,High Ratio
160.26,High Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.03,Low Ratio
0.11,Moderate Ratio
0.04,Low Ratio
0.33,High Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.03,Low Ratio
0.1,Moderate Ratio
208.33,High Ratio
0.33,High Ratio
0.28,Moderate Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.24,Moderate Ratio
0.03,Low Ratio
0.2,Moderate Ratio
0.17,Moderate Ratio
230.77,High Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.15,Moderate Ratio
0.3,High Ratio
0.29,Moderate Ratio
0.03,Low Ratio
240.0,High Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
80.0,High Ratio
0.03,Low Ratio
0.13,Moderate Ratio
69.44,High Ratio
0.29,Moderate Ratio
0.06,Low Ratio
0.06,Low Ratio
0.28,Moderate Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.21,Moderate Ratio
0.19,Moderate Ratio
0.16,Moderate Ratio
0.16,Moderate Ratio
0.37,High Ratio
0.04,Low Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.02,Low Ratio
0.18,Moderate Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.18,Moderate Ratio
0.04,Low Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.22,Moderate Ratio
0.12,Moderate Ratio
0.04,Low Ratio
0.2,Moderate Ratio
0.2,Moderate Ratio
0.23,Moderate Ratio
72.92,High Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.3,Moderate Ratio
0.03,Low Ratio
235.09,High Ratio
0.09,Low Ratio
0.2,Moderate Ratio
222.22,High Ratio
0.1,Low Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.13,Moderate Ratio
47.62,High Ratio
0.12,Moderate Ratio
0.02,Low Ratio
0.09,Low Ratio
233.33,High Ratio
0.12,Moderate Ratio
0.05,Low Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
90.91,High Ratio
0.19,Moderate Ratio
0.19,Moderate Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.24,Moderate Ratio
0.24,Moderate Ratio
0.37,High Ratio
240.0,High Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
0.03,Low Ratio
0.3,Moderate Ratio
0.27,Moderate Ratio
0.21,Moderate Ratio
0.33,High Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.14,Moderate Ratio
0.23,Moderate Ratio
0.07,Low Ratio
0.24,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.29,Moderate Ratio
0.09,Low Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
80.81,High Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.21,Moderate Ratio
0.07,Low Ratio
0.04,Low Ratio
0.18,Moderate Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.25,Moderate Ratio
0.4,High Ratio
0.13,Moderate Ratio
193.55,High Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.1,Low Ratio
0.02,Low Ratio
18.18,High Ratio
0.13,Moderate Ratio
0.18,Moderate Ratio
0.11,Moderate Ratio
0.36,High Ratio
0.32,High Ratio
0.2,Moderate Ratio
107.69,High Ratio
0.08,Low Ratio
0.3,Moderate Ratio
0.16,Moderate Ratio
0.24,Moderate Ratio
0.14,Moderate Ratio
0.22,Moderate Ratio
0.18,Moderate Ratio
0.2,Moderate Ratio
196.08,High Ratio
0.14,Moderate Ratio
261.9,High Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.35,High Ratio
71.43,High Ratio
0.11,Moderate Ratio
192.0,High Ratio
0.31,High Ratio
0.22,Moderate Ratio
0.05,Low Ratio
0.33,High Ratio
0.14,Moderate Ratio
0.09,Low Ratio
0.11,Moderate Ratio
0.27,Moderate Ratio
0.06,Low Ratio
0.19,Moderate Ratio
0.09,Low Ratio
0.24,Moderate Ratio
0.21,Moderate Ratio
116.67,High Ratio
0.12,Moderate Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.37,High Ratio
0.17,Moderate Ratio
0.09,Low Ratio
0.33,High Ratio
0.17,Moderate Ratio
0.09,Low Ratio
0.19,Moderate Ratio
0.3,Moderate Ratio
0.25,Moderate Ratio
0.07,Low Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.25,Moderate Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.1,Low Ratio
0.37,High Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.1,Moderate Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
138.89,High Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.23,Moderate Ratio
0.16,Moderate Ratio
176.47,High Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
295.14,High Ratio
0.21,Moderate Ratio
0.03,Low Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.07,Low Ratio
0.14,Moderate Ratio
133.33,High Ratio
138.89,High Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.33,High Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.04,Low Ratio
35.71,High Ratio
200.0,High Ratio
0.1,Moderate Ratio
0.22,Moderate Ratio
0.16,Moderate Ratio
0.16,Moderate Ratio
0.07,Low Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.25,Moderate Ratio
0.06,Low Ratio
181.82,High Ratio
0.05,Low Ratio
149.25,High Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.25,Moderate Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
171.43,High Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.13,Moderate Ratio
0.16,Moderate Ratio
0.3,Moderate Ratio
0.03,Low Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.11,Moderate Ratio
0.04,Low Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.16,Moderate Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.25,Moderate Ratio
91.67,High Ratio
0.19,Moderate Ratio
0.22,Moderate Ratio
0.3,Moderate Ratio
0.1,Moderate Ratio
0.04,Low Ratio
0.07,Low Ratio
0.05,Low Ratio
0.12,Moderate Ratio
0.02,Low Ratio
363.66,High Ratio
0.04,Low Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.06,Low Ratio
64.81,High Ratio
233.33,High Ratio
0.17,Moderate Ratio
0.16,Moderate Ratio
0.48,High Ratio
0.26,Moderate Ratio
0.12,Moderate Ratio
0.24,Moderate Ratio
0.06,Low Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.18,Moderate Ratio
0.07,Low Ratio
0.09,Low Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.26,Moderate Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.16,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
122.95,High Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.1,Low Ratio
0.21,Moderate Ratio
0.18,Moderate Ratio
0.3,Moderate Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.26,Moderate Ratio
250.0,High Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.04,Low Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.16,Moderate Ratio
0.16,Moderate Ratio
0.03,Low Ratio
0.09,Low Ratio
0.16,Moderate Ratio
0.29,Moderate Ratio
0.16,Moderate Ratio
0.32,High Ratio
0.27,Moderate Ratio
144.44,High Ratio
0.06,Low Ratio
0.24,Moderate Ratio
0.08,Low Ratio
0.19,Moderate Ratio
132.4,High Ratio
0.05,Low Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
0.24,Moderate Ratio
0.05,Low Ratio
0.03,Low Ratio
0.15,Moderate Ratio
0.38,High Ratio
0.07,Low Ratio
0.24,Moderate Ratio
0.31,High Ratio
0.33,High Ratio
0.22,Moderate Ratio
0.28,Moderate Ratio
0.11,Moderate Ratio
0.25,Moderate Ratio
0.21,Moderate Ratio
0.33,High Ratio
0.03,Low Ratio
0.29,Moderate Ratio
0.23,Moderate Ratio
0.5,High Ratio
0.1,Moderate Ratio
0.04,Low Ratio
0.08,Low Ratio
0.27,Moderate Ratio
0.06,Low Ratio
0.43,High Ratio
0.16,Moderate Ratio
0.29,Moderate Ratio
230.77,High Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.16,Moderate Ratio
0.2,Moderate Ratio
0.4,High Ratio
50.0,High Ratio
333.33,High Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.04,Low Ratio
0.26,Moderate Ratio
0.29,Moderate Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.16,Moderate Ratio
0.02,Low Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.33,High Ratio
0.16,Moderate Ratio
0.17,Moderate Ratio
114.29,High Ratio
0.14,Moderate Ratio
102.74,High Ratio
0.11,Moderate Ratio
0.1,Moderate Ratio
106.1,High Ratio
0.22,Moderate Ratio
0.16,Moderate Ratio
39.68,High Ratio
88.14,High Ratio
62.22,High Ratio
0.06,Low Ratio
0.12,Moderate Ratio
200.0,High Ratio
0.08,Low Ratio
0.25,Moderate Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.3,Moderate Ratio
87.27,High Ratio
0.24,Moderate Ratio
0.22,Moderate Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
103.23,High Ratio
0.13,Moderate Ratio
240.0,High Ratio
0.13,Moderate Ratio
0.25,Moderate Ratio
0.08,Low Ratio
280.0,High Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.29,Moderate Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.19,Moderate Ratio
0.11,Moderate Ratio
164.71,High Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.24,Moderate Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.15,Moderate Ratio
0.1,Low Ratio
0.12,Moderate Ratio
0.29,Moderate Ratio
0.15,Moderate Ratio
0.04,Low Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.15,Moderate Ratio
0.28,Moderate Ratio
0.46,High Ratio
0.32,High Ratio
0.32,High Ratio
0.17,Moderate Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.02,Low Ratio
0.18,Moderate Ratio
0.3,Moderate Ratio
0.31,High Ratio
0.23,Moderate Ratio
0.34,High Ratio
0.09,Low Ratio
0.05,Low Ratio
0.04,Low Ratio
0.22,Moderate Ratio
0.09,Low Ratio
0.07,Low Ratio
0.19,Moderate Ratio
264.71,High Ratio
0.06,Low Ratio
0.5,High Ratio
0.09,Low Ratio
0.42,High Ratio
0.1,Moderate Ratio
0.36,High Ratio
0.41,High Ratio
276.92,High Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.4,High Ratio
0.12,Moderate Ratio
0.03,Low Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.4,High Ratio
0.13,Moderate Ratio
0.37,High Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.24,Moderate Ratio
172.22,High Ratio
0.5,High Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
288.51,High Ratio
0.07,Low Ratio
0.35,High Ratio
0.24,Moderate Ratio
0.29,Moderate Ratio
0.15,Moderate Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.13,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.25,Moderate Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
208.33,High Ratio
0.2,Moderate Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
0.5,High Ratio
0.37,High Ratio
