id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,normalized_emp_length,emp_length_category
45769,25,54000,RENT,9.0,DEBTCONSOLIDATION,B,5000,10.99,0.09,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.21951219512195122,Senior
45770,28,150000,RENT,12.0,VENTURE,A,15000,7.49,0.1,N,9,0,corrupted_VENTURE,RENT_28,0.2926829268292683,Senior
45771,23,30000,RENT,7.0,MEDICAL,missing,3000,11.71,0.1,N,2,0,corrupted_MEDICAL,RENT_23,0.17073170731707318,Senior
45772,30,78000,RENT,13.0,DEBTCONSOLIDATION,B,1270000,12.69,0.17,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_30,0.3170731707317073,Senior
45773,36,37200,RENT,2.0,VENTURE,D,4000,16.7,0.11,N,15,1,corrupted_VENTURE,RENT_36,0.04878048780487805,Mid-level
45774,29,65000,RENT,11.0,VENTURE,A,4500,7.88,0.07,N,5,0,corrupted_VENTURE,RENT_29,0.2682926829268293,Senior
45775,28,70000,RENT,5.0,EDUCATION,B,8000,10.0,0.11,N,8,0,corrupted_EDUCATION,RENT_28,0.12195121951219512,Mid-level
45776,24,110000,RENT,8.0,DEBTCONSOLIDATION,A,600000,9.63,0.05,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.1951219512195122,Senior
45777,36,38604,RENT,8.0,MEDICAL,D,7500,14.09,0.2,N,13,0,corrupted_MEDICAL,RENT_36,0.1951219512195122,Senior
45778,30,56628,RENT,2.0,PERSONAL,B,12000,11.71,0.21,N,7,0,corrupted_PERSONAL,RENT_30,0.04878048780487805,Mid-level
45779,22,60000,RENT,6.0,MEDICAL,A,1400000,6.03,0.23,N,3,0,corrupted_MEDICAL,RENT_22,0.14634146341463414,Senior
45780,25,85000,RENT,6.0,DEBTCONSOLIDATION,missing,7750,11.12,0.09,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.14634146341463414,Senior
45781,23,100000,RENT,2.0,EDUCATION,A,14000,6.17,0.14,N,4,0,corrupted_EDUCATION,RENT_23,0.04878048780487805,Mid-level
45782,31,92004,RENT,8.237866384398185,EDUCATION,D,12000,14.46,0.13,N,5,0,corrupted_EDUCATION,RENT_31,0.20092357035117525,Senior
45783,21,24000,RENT,5.0,MEDICAL,B,2000,9.91,0.08,N,2,0,corrupted_MEDICAL,RENT_21,0.12195121951219512,Mid-level
45784,22,43000,RENT,5.0,MEDICAL,B,11800,12.69,0.27,N,2,0,corrupted_MEDICAL,RENT_22,0.12195121951219512,Mid-level
45785,27,62000,RENT,11.0,MEDICAL,B,15000,9.63,0.24,N,10,0,corrupted_MEDICAL,RENT_27,0.2682926829268293,Senior
45786,31,59500,RENT,3.0,VENTURE,missing,1500000,11.83,0.25,N,6,0,corrupted_VENTURE,RENT_31,0.07317073170731707,Mid-level
45787,22,28000,RENT,3.0,EDUCATION,D,6400,15.99,0.22,N,2,0,corrupted_EDUCATION,RENT_22,0.07317073170731707,Mid-level
45788,30,69500,RENT,4.0,EDUCATION,missing,1300000,13.43,0.2,N,8,0,corrupted_EDUCATION,RENT_30,0.0975609756097561,Mid-level
45789,53,45600,RENT,3.0,VENTURE,A,4000,6.99,0.09,N,26,0,corrupted_VENTURE,RENT_53,0.07317073170731707,Mid-level
45790,28,44400,RENT,5.0,EDUCATION,D,5000,15.99,0.11,N,9,0,corrupted_EDUCATION,RENT_28,0.12195121951219512,Mid-level
45791,22,40000,RENT,6.0,DEBTCONSOLIDATION,B,8000,11.11,0.2,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_22,0.14634146341463414,Senior
45792,22,81204,RENT,6.0,MEDICAL,B,2800,11.49,0.03,N,4,1,corrupted_MEDICAL,RENT_22,0.14634146341463414,Senior
45793,37,125000,RENT,-9.592585382765245,PERSONAL,A,400000,8.9,0.03,N,11,0,corrupted_PERSONAL,RENT_37,-0.23396549714061574,Junior
45794,27,42000,RENT,5.0,VENTURE,C,720000,13.49,0.17,N,8,0,corrupted_VENTURE,RENT_27,0.12195121951219512,Mid-level
45795,31,47000,RENT,5.0,DEBTCONSOLIDATION,A,6000,7.66,0.13,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_31,0.12195121951219512,Mid-level
45796,24,48000,RENT,4.0,EDUCATION,B,200000,11.99,0.04,N,3,0,corrupted_EDUCATION,RENT_24,0.0975609756097561,Mid-level
45797,32,30000,RENT,4.0,MEDICAL,E,1525000,15.95,0.47,N,6,1,corrupted_MEDICAL,RENT_32,0.0975609756097561,Mid-level
45798,41,40000,RENT,7.0,PERSONAL,B,1500000,11.71,0.38,N,13,0,corrupted_PERSONAL,RENT_41,0.17073170731707318,Senior
45799,21,40000,RENT,-7.649347269887885,EDUCATION,C,12000,14.26,0.3,N,2,0,corrupted_EDUCATION,RENT_21,-0.1865694456070216,Junior
45800,25,49000,RENT,2.0,HOMEIMPROVEMENT,C,8000,13.06,0.16,N,4,1,corrupted_HOMEIMPROVEMENT,RENT_25,0.04878048780487805,Mid-level
45801,25,29000,RENT,-7.219440859931561,PERSONAL,E,5000,16.45,0.17,N,2,1,corrupted_PERSONAL,RENT_25,-0.17608392341296492,Junior
45802,25,50000,RENT,2.9778483212992057,PERSONAL,A,6000,6.62,0.12,N,3,0,corrupted_PERSONAL,RENT_25,0.07263044686095624,Mid-level
45803,44,70000,RENT,3.0,EDUCATION,C,4000,13.92,0.06,N,12,1,corrupted_EDUCATION,RENT_44,0.07317073170731707,Mid-level
45804,24,39000,RENT,0.0,PERSONAL,C,4000,13.23,0.1,N,3,0,corrupted_PERSONAL,RENT_24,0.0,Junior
45805,28,27000,RENT,0.0,VENTURE,B,7800,11.86,0.29,N,5,0,corrupted_VENTURE,RENT_28,0.0,Junior
45806,22,91000,RENT,-2.467036542236822,VENTURE,A,15000,7.88,0.16,N,3,0,corrupted_VENTURE,RENT_22,-0.0601716229813859,Junior
45807,35,44004,RENT,0.7484885358754318,MEDICAL,D,2400,14.09,0.05,N,6,1,corrupted_MEDICAL,RENT_35,0.018255817948181263,Junior
45808,23,78000,RENT,2.0,VENTURE,A,960000,7.66,0.12,N,4,0,corrupted_VENTURE,RENT_23,0.04878048780487805,Mid-level
45809,22,54000,RENT,6.0,VENTURE,E,5000,16.45,0.09,N,2,1,corrupted_VENTURE,RENT_22,0.14634146341463414,Senior
45810,28,62400,RENT,13.27992641357216,MEDICAL,A,700000,5.42,0.11,N,6,0,corrupted_MEDICAL,RENT_28,0.3239006442334673,Senior
45811,27,136173,RENT,5.0,HOMEIMPROVEMENT,A,500000,6.62,0.04,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_27,0.12195121951219512,Mid-level
45812,31,24000,RENT,0.0,PERSONAL,B,9600,11.71,0.4,N,7,1,corrupted_PERSONAL,RENT_31,0.0,Junior
45813,38,60000,RENT,0.0,VENTURE,B,18500,10.99,0.31,N,12,0,corrupted_VENTURE,RENT_38,0.0,Junior
45814,27,75000,RENT,11.0,HOMEIMPROVEMENT,A,500000,6.03,0.07,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_27,0.2682926829268293,Senior
45815,34,50000,RENT,7.9474174206340615,DEBTCONSOLIDATION,B,4000,11.71,0.08,N,8,0,corrupted_DEBTCONSOLIDATION,RENT_34,0.1938394492837576,Senior
45816,55,45000,RENT,2.0,PERSONAL,D,8000,14.84,0.18,N,26,1,corrupted_PERSONAL,RENT_55,0.04878048780487805,Mid-level
45817,23,57500,RENT,7.0,PERSONAL,missing,15000,12.09,0.26,N,3,0,corrupted_PERSONAL,RENT_23,0.17073170731707318,Senior
45818,22,60000,RENT,-12.315548349231136,MEDICAL,A,10700,5.99,0.18,N,3,0,corrupted_MEDICAL,RENT_22,-0.3003792280300277,Junior
45819,24,83000,RENT,3.0,DEBTCONSOLIDATION,B,3200,10.99,0.04,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.07317073170731707,Mid-level
45820,28,60000,RENT,12.0,PERSONAL,A,1000000,7.9,0.17,N,6,0,corrupted_PERSONAL,RENT_28,0.2926829268292683,Senior
45821,27,60000,RENT,7.0,MEDICAL,B,12000,11.36,0.2,N,7,0,corrupted_MEDICAL,RENT_27,0.17073170731707318,Senior
45822,27,120000,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.74,0.06,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_27,0.0,Junior
45823,24,58000,RENT,8.0,MEDICAL,B,600000,11.83,0.1,N,4,0,corrupted_MEDICAL,RENT_24,0.1951219512195122,Senior
45824,26,105000,RENT,5.647396706348278,EDUCATION,B,15000,11.86,0.14,N,4,0,corrupted_EDUCATION,RENT_26,0.1377413830816653,Senior
45825,23,156000,RENT,7.0,EDUCATION,D,15000,17.58,0.1,N,3,0,corrupted_EDUCATION,RENT_23,0.17073170731707318,Senior
45826,23,39900,RENT,6.0,PERSONAL,missing,1200000,11.49,0.3,N,3,0,corrupted_PERSONAL,RENT_23,0.14634146341463414,Senior
45827,24,64000,RENT,8.0,HOMEIMPROVEMENT,D,700000,15.62,0.11,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,0.1951219512195122,Senior
45828,27,50000,RENT,-0.7801690431251707,HOMEIMPROVEMENT,B,4000,11.12,0.08,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_27,-0.019028513246955384,Junior
45829,36,90000,RENT,7.052040858534916,VENTURE,A,3000,6.92,0.03,N,13,0,corrupted_VENTURE,RENT_36,0.1720009965496321,Senior
45830,23,75000,RENT,7.0,EDUCATION,A,7000,7.9,0.09,N,3,0,corrupted_EDUCATION,RENT_23,0.17073170731707318,Senior
45831,28,48000,RENT,12.0,PERSONAL,A,7000,5.42,0.15,N,9,0,corrupted_PERSONAL,RENT_28,0.2926829268292683,Senior
45832,27,98004,RENT,0.0,DEBTCONSOLIDATION,A,3600,7.49,0.39,N,6,1,corrupted_DEBTCONSOLIDATION,RENT_27,0.0,Junior
45833,25,49000,RENT,15.458528382272473,PERSONAL,E,2100000,14.5,0.4,N,2,1,corrupted_PERSONAL,RENT_25,0.37703727761640177,Senior
45834,25,69000,RENT,4.0,PERSONAL,B,20000,11.48,0.29,N,3,1,corrupted_PERSONAL,RENT_25,0.0975609756097561,Mid-level
45835,40,60000,RENT,5.0,HOMEIMPROVEMENT,C,1000000,13.43,0.17,N,17,0,corrupted_HOMEIMPROVEMENT,RENT_40,0.12195121951219512,Mid-level
45836,22,30000,RENT,5.0,DEBTCONSOLIDATION,A,750000,8.0,0.25,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,0.12195121951219512,Mid-level
45837,22,60000,RENT,0.4818687892840279,EDUCATION,A,5000,6.62,0.08,N,3,0,corrupted_EDUCATION,RENT_22,0.011752897299610435,Junior
45838,32,50000,RENT,5.0,DEBTCONSOLIDATION,A,12000,8.9,0.24,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_32,0.12195121951219512,Mid-level
45839,24,44004,RENT,1.0,EDUCATION,B,10000,11.99,0.23,N,2,0,corrupted_EDUCATION,RENT_24,0.024390243902439025,Junior
45840,28,70000,RENT,1.0,VENTURE,B,8000,12.53,0.11,N,6,0,corrupted_VENTURE,RENT_28,0.024390243902439025,Junior
45841,22,40000,RENT,1.6798641502342033,HOMEIMPROVEMENT,C,1000000,13.35,0.25,N,2,1,corrupted_HOMEIMPROVEMENT,RENT_22,0.04097229634717569,Junior
45842,32,176000,RENT,6.0,MEDICAL,missing,240000,7.4,0.01,N,9,0,corrupted_MEDICAL,RENT_32,0.14634146341463414,Senior
45843,22,48000,RENT,7.0,PERSONAL,A,16000,7.88,0.34,N,3,0,corrupted_PERSONAL,RENT_22,0.17073170731707318,Senior
45844,35,130000,RENT,14.0,MEDICAL,B,21000,11.12,0.16,N,9,0,corrupted_MEDICAL,RENT_35,0.34146341463414637,Senior
45845,27,132000,RENT,4.0,HOMEIMPROVEMENT,A,18000,8.49,0.14,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_27,0.0975609756097561,Mid-level
45846,28,46000,RENT,0.0,HOMEIMPROVEMENT,E,12000,16.0,0.26,N,9,1,corrupted_HOMEIMPROVEMENT,RENT_28,0.0,Junior
45847,24,95004,RENT,8.0,DEBTCONSOLIDATION,B,2000000,10.75,0.21,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.1951219512195122,Senior
45848,25,68000,RENT,4.0,DEBTCONSOLIDATION,B,1500000,10.25,0.22,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.0975609756097561,Mid-level
45849,22,110000,RENT,0.0,VENTURE,missing,13000,11.49,0.12,N,3,0,corrupted_VENTURE,RENT_22,0.0,Junior
45850,27,90000,RENT,2.0,DEBTCONSOLIDATION,B,20000,11.11,0.22,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_27,0.04878048780487805,Mid-level
45851,22,53000,RENT,6.0,PERSONAL,A,650000,5.99,0.12,N,3,0,corrupted_PERSONAL,RENT_22,0.14634146341463414,Senior
45852,22,28000,RENT,-0.5563226680208619,EDUCATION,A,250000,7.74,0.09,N,2,0,corrupted_EDUCATION,RENT_22,-0.013568845561484438,Junior
45853,26,36000,RENT,0.0,PERSONAL,A,4000,7.29,0.11,N,3,0,corrupted_PERSONAL,RENT_26,0.0,Junior
45854,21,40000,RENT,4.742833922682362,VENTURE,B,2800,11.99,0.07,N,3,0,corrupted_VENTURE,RENT_21,0.11567887616298443,Mid-level
45855,31,120000,RENT,5.0,PERSONAL,D,2500000,15.58,0.21,N,5,0,corrupted_PERSONAL,RENT_31,0.12195121951219512,Mid-level
45856,25,150000,RENT,6.0,EDUCATION,D,15000,14.42,0.1,N,2,0,corrupted_EDUCATION,RENT_25,0.14634146341463414,Senior
45857,22,45000,RENT,4.0,EDUCATION,A,600000,7.51,0.13,N,4,0,corrupted_EDUCATION,RENT_22,0.0975609756097561,Mid-level
45858,23,70000,RENT,2.0,EDUCATION,missing,12000,11.86,0.17,N,3,0,corrupted_EDUCATION,RENT_23,0.04878048780487805,Mid-level
45859,33,42000,RENT,4.0,MEDICAL,B,6000,11.86,0.14,N,7,0,corrupted_MEDICAL,RENT_33,0.0975609756097561,Mid-level
45860,24,45000,RENT,3.0,VENTURE,A,6000,7.88,0.13,N,3,0,corrupted_VENTURE,RENT_24,0.07317073170731707,Mid-level
45861,22,58800,RENT,7.0,EDUCATION,C,12900,13.79,0.24,N,2,0,corrupted_EDUCATION,RENT_22,0.17073170731707318,Senior
45862,45,60000,RENT,10.130940777472766,PERSONAL,A,700000,6.17,0.12,N,12,0,corrupted_PERSONAL,RENT_45,0.247096116523726,Senior
45863,23,60000,RENT,5.0,VENTURE,missing,15000,13.49,0.25,N,2,0,corrupted_VENTURE,RENT_23,0.12195121951219512,Mid-level
45864,21,35100,RENT,0.0,EDUCATION,A,280000,7.9,0.08,N,4,0,corrupted_EDUCATION,RENT_21,0.0,Junior
45865,33,65000,RENT,-1.7153135319156245,HOMEIMPROVEMENT,A,5000,7.51,0.08,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_33,-0.041836915412576205,Junior
45866,28,68000,RENT,2.0,EDUCATION,A,8000,8.59,0.12,N,6,0,corrupted_EDUCATION,RENT_28,0.04878048780487805,Mid-level
45867,44,98736,RENT,6.018915303922684,EDUCATION,A,8000,7.51,0.09,N,12,0,corrupted_EDUCATION,RENT_44,0.14680281229079717,Senior
45868,24,44000,RENT,8.0,PERSONAL,E,10000,17.14,0.23,N,2,1,corrupted_PERSONAL,RENT_24,0.1951219512195122,Senior
45869,24,85500,RENT,0.0,MEDICAL,B,20000,11.11,0.23,N,4,0,corrupted_MEDICAL,RENT_24,0.0,Junior
45870,27,60000,RENT,11.0,PERSONAL,A,3500,7.68,0.06,N,9,0,corrupted_PERSONAL,RENT_27,0.2682926829268293,Senior
45871,22,35000,RENT,6.0,VENTURE,A,3000,6.76,0.09,N,3,0,corrupted_VENTURE,RENT_22,0.14634146341463414,Senior
45872,26,65000,RENT,10.0,VENTURE,B,6000,11.12,0.09,N,2,0,corrupted_VENTURE,RENT_26,0.24390243902439024,Senior
45873,32,44004,RENT,2.0,EDUCATION,D,180000,14.09,0.04,N,9,1,corrupted_EDUCATION,RENT_32,0.04878048780487805,Mid-level
45874,29,30000,RENT,15.629181603651602,DEBTCONSOLIDATION,missing,8000,10.74,0.27,N,8,1,corrupted_DEBTCONSOLIDATION,RENT_29,0.3811995513085757,Senior
45875,23,59000,RENT,5.0,VENTURE,B,14400,12.69,0.25,N,2,0,corrupted_VENTURE,RENT_23,0.12195121951219512,Mid-level
45876,23,55000,RENT,5.42624460958832,MEDICAL,B,1000000,11.49,0.18,N,2,0,corrupted_MEDICAL,RENT_23,0.13234742950215414,Senior
45877,28,135000,RENT,2.686201487141455,VENTURE,A,1200000,7.51,0.09,N,7,0,corrupted_VENTURE,RENT_28,0.0655171094424745,Mid-level
45878,28,78000,RENT,5.0,VENTURE,missing,500000,12.69,0.06,N,5,0,corrupted_VENTURE,RENT_28,0.12195121951219512,Mid-level
45879,32,36000,RENT,1.0,VENTURE,D,9000,18.25,0.25,N,6,1,corrupted_VENTURE,RENT_32,0.024390243902439025,Junior
45880,25,60000,RENT,3.0,EDUCATION,A,10000,8.49,0.17,N,3,0,corrupted_EDUCATION,RENT_25,0.07317073170731707,Mid-level
45881,23,38496,RENT,-1.3523269460096667,VENTURE,D,520000,14.54,0.14,N,4,0,corrupted_VENTURE,RENT_23,-0.03298358404901626,Junior
45882,38,44000,RENT,0.0,PERSONAL,A,6000,7.51,0.14,N,13,0,corrupted_PERSONAL,RENT_38,0.0,Junior
45883,25,69000,RENT,9.0,DEBTCONSOLIDATION,B,15000,10.99,0.22,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.21951219512195122,Senior
45884,24,85000,RENT,1.0,EDUCATION,A,1000000,8.49,0.12,N,4,0,corrupted_EDUCATION,RENT_24,0.024390243902439025,Junior
45885,23,56253,RENT,7.0,EDUCATION,B,10000,11.71,0.18,N,4,0,corrupted_EDUCATION,RENT_23,0.17073170731707318,Senior
45886,24,24000,RENT,1.3024581618790063,EDUCATION,D,600000,12.86,0.25,N,4,0,corrupted_EDUCATION,RENT_24,0.031767272240951376,Junior
45887,24,160000,RENT,8.0,PERSONAL,missing,28000,7.9,0.19,N,2,0,corrupted_PERSONAL,RENT_24,0.1951219512195122,Senior
45888,25,34000,RENT,5.0,DEBTCONSOLIDATION,B,750000,10.01,0.22,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.12195121951219512,Mid-level
45889,22,33276,RENT,1.0,EDUCATION,A,6000,8.94,0.18,N,4,0,corrupted_EDUCATION,RENT_22,0.024390243902439025,Junior
45890,24,38400,RENT,3.0,VENTURE,A,10000,6.17,0.26,N,2,0,corrupted_VENTURE,RENT_24,0.07317073170731707,Mid-level
45891,24,74000,RENT,1.0,MEDICAL,C,2800,13.35,0.04,N,4,0,corrupted_MEDICAL,RENT_24,0.024390243902439025,Junior
45892,30,65000,RENT,14.0,DEBTCONSOLIDATION,B,6000,10.65,0.09,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_30,0.34146341463414637,Senior
45893,29,90000,RENT,5.0,VENTURE,missing,6000,7.88,0.07,N,5,0,corrupted_VENTURE,RENT_29,0.12195121951219512,Mid-level
45894,24,60000,RENT,5.0,HOMEIMPROVEMENT,C,14000,13.79,0.23,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,0.12195121951219512,Mid-level
45895,21,29004,RENT,0.0,VENTURE,C,2500,12.23,0.09,N,3,1,corrupted_VENTURE,RENT_21,0.0,Junior
45896,23,36000,RENT,5.988295627826584,MEDICAL,C,500000,13.92,0.14,N,2,0,corrupted_MEDICAL,RENT_23,0.14605599092259963,Senior
45897,24,120000,RENT,8.0,MEDICAL,missing,1200000,5.79,0.1,N,4,0,corrupted_MEDICAL,RENT_24,0.1951219512195122,Senior
45898,27,39600,RENT,4.0,HOMEIMPROVEMENT,A,600000,7.68,0.15,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_27,0.0975609756097561,Mid-level
45899,29,382000,RENT,13.0,EDUCATION,missing,960000,5.42,0.25,N,10,0,corrupted_EDUCATION,RENT_29,0.3170731707317073,Senior
45900,22,70000,RENT,5.0,MEDICAL,C,6000,13.49,0.09,N,3,0,corrupted_MEDICAL,RENT_22,0.12195121951219512,Mid-level
45901,23,74400,RENT,3.0,VENTURE,missing,3500,10.28,0.05,N,2,0,corrupted_VENTURE,RENT_23,0.07317073170731707,Mid-level
45902,22,70000,RENT,6.0,VENTURE,B,10800,11.49,0.15,N,2,0,corrupted_VENTURE,RENT_22,0.14634146341463414,Senior
45903,27,55000,RENT,11.0,HOMEIMPROVEMENT,C,10000,12.23,0.18,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_27,0.2682926829268293,Senior
45904,25,50000,RENT,0.0,VENTURE,C,12000,12.09,0.24,N,2,0,corrupted_VENTURE,RENT_25,0.0,Junior
45905,24,60000,RENT,8.0,VENTURE,C,8000,13.23,0.13,N,2,0,corrupted_VENTURE,RENT_24,0.1951219512195122,Senior
45906,23,40000,RENT,0.0,MEDICAL,C,5000,13.35,0.13,N,2,0,corrupted_MEDICAL,RENT_23,0.0,Junior
45907,26,66000,RENT,10.0,DEBTCONSOLIDATION,D,8000,14.96,0.12,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_26,0.24390243902439024,Senior
45908,25,35000,RENT,6.0,DEBTCONSOLIDATION,D,5800,14.59,0.16,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_25,0.14634146341463414,Senior
45909,24,43500,RENT,4.0,EDUCATION,C,900000,13.35,0.21,N,2,0,corrupted_EDUCATION,RENT_24,0.0975609756097561,Mid-level
45910,28,62496,RENT,1.0,EDUCATION,C,12000,12.84,0.19,N,6,0,corrupted_EDUCATION,RENT_28,0.024390243902439025,Junior
45911,27,75600,RENT,7.0,PERSONAL,A,1000000,7.29,0.13,N,8,0,corrupted_PERSONAL,RENT_27,0.17073170731707318,Senior
45912,52,85000,RENT,6.0,PERSONAL,C,15000,13.49,0.18,N,22,0,corrupted_PERSONAL,RENT_52,0.14634146341463414,Senior
45913,27,39000,RENT,7.557959366379589,EDUCATION,D,15000,12.17,0.38,N,9,1,corrupted_EDUCATION,RENT_27,0.18434047235072168,Senior
45914,24,90000,RENT,10.090272824187744,PERSONAL,A,1400000,6.17,0.16,N,4,0,corrupted_PERSONAL,RENT_24,0.24610421522409132,Senior
45915,31,40351,RENT,5.0,VENTURE,A,7200,7.29,0.18,N,8,0,corrupted_VENTURE,RENT_31,0.12195121951219512,Mid-level
45916,22,24000,RENT,2.0,DEBTCONSOLIDATION,B,4800,10.37,0.2,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,0.04878048780487805,Mid-level
45917,25,94500,RENT,6.0,EDUCATION,B,1500000,11.83,0.16,N,2,0,corrupted_EDUCATION,RENT_25,0.14634146341463414,Senior
45918,24,45996,RENT,-6.868682029805283,EDUCATION,B,20000,10.37,0.43,N,4,1,corrupted_EDUCATION,RENT_24,-0.16752882999525082,Junior
45919,38,36000,RENT,1.4225676833733187,DEBTCONSOLIDATION,missing,6000,16.45,0.17,N,12,1,corrupted_DEBTCONSOLIDATION,RENT_38,0.034696772765202895,Junior
45920,26,34000,RENT,6.3553250480441195,HOMEIMPROVEMENT,C,500000,13.61,0.15,N,4,1,corrupted_HOMEIMPROVEMENT,RENT_26,0.15500792800107607,Senior
45921,29,70000,RENT,3.0,VENTURE,A,1000000,7.29,0.14,N,5,0,corrupted_VENTURE,RENT_29,0.07317073170731707,Mid-level
45922,38,54000,RENT,5.1475867358588,PERSONAL,D,2000,15.62,0.04,N,14,1,corrupted_PERSONAL,RENT_38,0.1255508959965561,Senior
45923,23,90000,RENT,6.0,PERSONAL,A,12800,7.88,0.14,N,2,0,corrupted_PERSONAL,RENT_23,0.14634146341463414,Senior
45924,38,55000,RENT,4.751801702606359,DEBTCONSOLIDATION,missing,1000000,12.73,0.18,N,16,0,corrupted_DEBTCONSOLIDATION,RENT_38,0.11589760250259412,Mid-level
45925,25,90000,RENT,9.0,VENTURE,B,8000,10.99,0.09,N,3,0,corrupted_VENTURE,RENT_25,0.21951219512195122,Senior
45926,30,120000,RENT,3.0,HOMEIMPROVEMENT,A,9000,5.99,0.07,N,9,0,corrupted_HOMEIMPROVEMENT,RENT_30,0.07317073170731707,Mid-level
45927,37,18000,RENT,0.0,EDUCATION,B,600000,11.49,0.33,N,15,1,corrupted_EDUCATION,RENT_37,0.0,Junior
45928,28,33150,RENT,5.0,MEDICAL,missing,11500,7.9,0.35,N,8,1,corrupted_MEDICAL,RENT_28,0.12195121951219512,Mid-level
45929,26,75000,RENT,10.0,MEDICAL,A,5000,6.92,0.07,N,4,0,corrupted_MEDICAL,RENT_26,0.24390243902439024,Senior
45930,36,84996,RENT,3.0,MEDICAL,A,8000,6.54,0.09,N,15,0,corrupted_MEDICAL,RENT_36,0.07317073170731707,Mid-level
45931,28,53000,RENT,6.0,DEBTCONSOLIDATION,B,12000,11.11,0.23,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_28,0.14634146341463414,Senior
45932,41,190000,RENT,18.0,EDUCATION,B,24000,10.99,0.13,N,12,0,corrupted_EDUCATION,RENT_41,0.43902439024390244,Senior
45933,28,69000,RENT,5.462659962059739,VENTURE,B,6000,11.86,0.09,N,8,0,corrupted_VENTURE,RENT_28,0.13323560883072533,Senior
45934,22,44720,RENT,6.0,EDUCATION,A,6000,7.9,0.13,N,2,0,corrupted_EDUCATION,RENT_22,0.14634146341463414,Senior
45935,28,48840,RENT,5.0,PERSONAL,D,15000,15.7,0.31,N,8,1,corrupted_PERSONAL,RENT_28,0.12195121951219512,Mid-level
45936,23,58000,RENT,-2.650470589595611,DEBTCONSOLIDATION,B,3250,9.99,0.06,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,-0.06464562413647831,Junior
45937,25,55000,RENT,9.0,PERSONAL,A,10000,7.49,0.18,N,4,0,corrupted_PERSONAL,RENT_25,0.21951219512195122,Senior
45938,27,50000,RENT,-8.531079044336883,PERSONAL,A,5000,8.9,0.1,N,5,0,corrupted_PERSONAL,RENT_27,-0.20807509864236298,Junior
45939,23,54000,RENT,7.0,DEBTCONSOLIDATION,A,600000,7.9,0.11,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_23,0.17073170731707318,Senior
45940,28,40000,RENT,2.0,VENTURE,missing,4200,6.76,0.1,N,7,0,corrupted_VENTURE,RENT_28,0.04878048780487805,Mid-level
45941,25,75996,RENT,8.0,EDUCATION,B,10000,9.63,0.13,N,3,0,corrupted_EDUCATION,RENT_25,0.1951219512195122,Senior
45942,44,51000,RENT,12.876348255915481,DEBTCONSOLIDATION,C,20000,13.43,0.39,N,15,0,corrupted_DEBTCONSOLIDATION,RENT_44,0.3140572745345239,Senior
45943,30,73000,RENT,4.841626747194944,DEBTCONSOLIDATION,B,18250,9.63,0.26,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_30,0.11808845724865717,Mid-level
45944,23,50000,RENT,4.910362101709967,PERSONAL,A,5000,7.88,0.1,N,3,0,corrupted_PERSONAL,RENT_23,0.11976492930999919,Mid-level
45945,27,63600,RENT,0.0,PERSONAL,missing,12000,14.42,0.19,N,9,1,corrupted_PERSONAL,RENT_27,0.0,Junior
45946,24,150000,RENT,7.0,VENTURE,A,8000,8.9,0.05,N,2,0,corrupted_VENTURE,RENT_24,0.17073170731707318,Senior
