id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,credit_hist_change
46529,27,50000,RENT,3.0,EDUCATION,B,15000,11.71,0.3,N,9,0,corrupted_EDUCATION,RENT_27,5
46530,40,90000,RENT,1.0,DEBTCONSOLIDATION,C,5000,13.57,0.06,N,15,0,corrupted_DEBTCONSOLIDATION,RENT_40,6
46531,24,24000,RENT,2.0,VENTURE,E,600000,17.04,0.25,N,4,1,corrupted_VENTURE,RENT_24,-11
46532,27,65000,RENT,2.0,HOMEIMPROVEMENT,A,3200,5.42,0.05,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_27,6
46533,41,35000,RENT,8.0,DEBTCONSOLIDATION,B,10000,10.99,0.29,N,16,0,corrupted_DEBTCONSOLIDATION,RENT_41,6
46534,43,141000,RENT,24.0,VENTURE,A,10000,5.99,0.07,N,11,0,corrupted_VENTURE,RENT_43,-5
46535,26,29000,RENT,2.0,MEDICAL,B,510000,11.49,0.17,N,4,0,corrupted_MEDICAL,RENT_26,-7
46536,31,94000,RENT,1.0,HOMEIMPROVEMENT,C,5000,12.99,0.05,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_31,4
46537,32,97000,RENT,3.0,PERSONAL,B,7500,10.08,0.08,N,9,0,corrupted_PERSONAL,RENT_32,1
46538,22,43000,RENT,1.0,DEBTCONSOLIDATION,A,7000,5.79,0.16,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_22,-6
46539,34,120000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.14,0.08,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_34,7
46540,24,60000,RENT,8.0,VENTURE,C,7500,11.34,0.13,N,3,0,corrupted_VENTURE,RENT_24,-7
46541,35,160000,RENT,9.0,EDUCATION,A,2400000,7.9,0.15,N,5,0,corrupted_EDUCATION,RENT_35,2
46542,24,15600,RENT,0.0,PERSONAL,C,400000,14.26,0.26,N,2,1,corrupted_PERSONAL,RENT_24,-3
46543,29,96000,RENT,3.0,VENTURE,C,12000,14.79,0.13,N,8,0,corrupted_VENTURE,RENT_29,6
46544,31,76500,RENT,1.0,DEBTCONSOLIDATION,B,15000,10.95,0.2,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_31,-3
46545,24,110000,RENT,5.0,PERSONAL,A,1200000,6.76,0.11,N,2,0,corrupted_PERSONAL,RENT_24,-3
46546,24,41000,RENT,3.0,VENTURE,A,500000,9.32,0.12,N,3,0,corrupted_VENTURE,RENT_24,1
46547,33,75000,RENT,1.0,MEDICAL,A,4500,9.32,0.06,N,9,0,corrupted_MEDICAL,RENT_33,6
46548,25,51300,RENT,9.0,DEBTCONSOLIDATION,A,5000,7.49,0.1,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,-5
46549,21,24000,RENT,0.0,VENTURE,A,5000,7.88,0.21,N,2,0,corrupted_VENTURE,RENT_21,-2
46550,23,83000,RENT,7.0,VENTURE,C,2000000,13.79,0.24,N,2,1,corrupted_VENTURE,RENT_23,0
46551,25,60000,RENT,5.0,DEBTCONSOLIDATION,C,500000,13.99,0.08,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_25,0
46552,24,45000,RENT,2.0,EDUCATION,A,1500000,7.88,0.33,N,4,1,corrupted_EDUCATION,RENT_24,2
46553,29,55684,RENT,13.0,HOMEIMPROVEMENT,A,5200,5.42,0.09,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_29,6
46554,51,36000,RENT,5.0,MEDICAL,A,7300,7.88,0.21,N,22,0,corrupted_MEDICAL,RENT_51,12
46555,29,101138,RENT,2.0,DEBTCONSOLIDATION,C,20500,13.35,0.2,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_29,-12
46556,23,25920,RENT,2.0,PERSONAL,E,1000000,17.93,0.39,N,2,1,corrupted_PERSONAL,RENT_23,-8
46557,30,90000,RENT,2.0,MEDICAL,A,12000,6.62,0.13,N,5,0,corrupted_MEDICAL,RENT_30,3
46558,31,83300,RENT,1.0,MEDICAL,NA,20000,15.99,0.19,N,5,1,corrupted_MEDICAL,RENT_31,0
46559,23,110000,RENT,5.0,EDUCATION,B,1000000,10.99,0.09,N,4,0,corrupted_EDUCATION,RENT_23,-1
46560,36,50000,RENT,2.0,VENTURE,E,20000,17.04,0.4,N,16,1,corrupted_VENTURE,RENT_36,12
46561,32,50000,RENT,4.0,MEDICAL,B,6000,12.69,0.12,N,5,0,corrupted_MEDICAL,RENT_32,-11
46562,29,80000,RENT,13.0,EDUCATION,C,14000,13.8,0.17,N,8,0,corrupted_EDUCATION,RENT_29,3
46563,23,62000,RENT,4.0,DEBTCONSOLIDATION,A,2400,7.66,0.04,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,-6
46564,25,120000,RENT,9.0,DEBTCONSOLIDATION,NA,20000,13.85,0.17,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_25,1
46565,26,45000,RENT,2.0,PERSONAL,B,5000,10.99,0.11,N,4,0,corrupted_PERSONAL,RENT_26,1
46566,35,47000,RENT,9.0,MEDICAL,D,9500,14.84,0.2,N,10,0,corrupted_MEDICAL,RENT_35,6
46567,23,36000,RENT,3.0,EDUCATION,A,3000,7.51,0.08,N,2,0,corrupted_EDUCATION,RENT_23,-8
46568,23,78625,RENT,3.0,PERSONAL,C,1360000,13.61,0.17,N,3,0,corrupted_PERSONAL,RENT_23,1
46569,26,70000,RENT,10.0,DEBTCONSOLIDATION,A,10000,7.51,0.14,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_26,-1
46570,23,110000,RENT,3.0,VENTURE,NA,5000,5.42,0.05,N,4,0,corrupted_VENTURE,RENT_23,2
46571,35,175000,RENT,2.0,HOMEIMPROVEMENT,B,25000,11.99,0.14,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_35,6
46572,32,72000,RENT,6.0,PERSONAL,B,15000,9.99,0.21,N,8,0,corrupted_PERSONAL,RENT_32,-2
46573,28,44000,RENT,0.0,MEDICAL,B,10000,11.14,0.23,N,8,1,corrupted_MEDICAL,RENT_28,0
46574,23,75000,RENT,5.0,PERSONAL,NA,1200000,6.17,0.16,N,3,0,corrupted_PERSONAL,RENT_23,-5
46575,35,75000,RENT,2.0,HOMEIMPROVEMENT,D,21000,17.58,0.28,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_35,3
46576,24,16800,RENT,2.0,HOMEIMPROVEMENT,NA,5600,11.99,0.3,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,-2
46577,40,130000,RENT,6.0,MEDICAL,B,11800,11.14,0.09,N,13,0,corrupted_MEDICAL,RENT_40,9
46578,23,60000,RENT,3.0,EDUCATION,A,360000,7.49,0.06,N,3,0,corrupted_EDUCATION,RENT_23,-10
46579,30,60000,RENT,5.0,HOMEIMPROVEMENT,A,4000,7.14,0.07,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_30,4
46580,22,55000,RENT,6.0,DEBTCONSOLIDATION,B,2500,10.37,0.05,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,-3
46581,27,53000,RENT,11.0,PERSONAL,A,7800,8.49,0.14,N,6,0,corrupted_PERSONAL,RENT_27,2
46582,27,44000,RENT,2.0,MEDICAL,B,15000,10.99,0.34,N,9,1,corrupted_MEDICAL,RENT_27,3
46583,25,90000,RENT,9.0,DEBTCONSOLIDATION,C,2400000,13.49,0.27,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,-5
46584,28,120000,RENT,12.0,VENTURE,A,250000,5.42,0.02,N,8,0,corrupted_VENTURE,RENT_28,4
46585,25,42000,RENT,0.0,DEBTCONSOLIDATION,B,5000,9.91,0.12,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,-4
46586,40,69930,RENT,8.0,PERSONAL,A,712500,6.62,0.1,N,16,0,corrupted_PERSONAL,RENT_40,12
46587,23,65000,RENT,7.0,VENTURE,B,1500000,12.69,0.23,N,2,0,corrupted_VENTURE,RENT_23,-14
46588,41,63000,RENT,6.0,HOMEIMPROVEMENT,B,1400000,10.59,0.23,N,13,0,corrupted_HOMEIMPROVEMENT,RENT_41,11
46589,22,53000,RENT,6.0,VENTURE,NA,1200000,10.74,0.23,N,2,0,corrupted_VENTURE,RENT_22,-11
46590,22,60000,RENT,3.0,MEDICAL,B,5000,9.96,0.08,N,2,0,corrupted_MEDICAL,RENT_22,0
46591,29,60000,RENT,13.0,EDUCATION,C,7000,13.98,0.12,N,9,0,corrupted_EDUCATION,RENT_29,7
46592,26,85000,RENT,4.0,EDUCATION,B,5000,10.0,0.06,N,3,0,corrupted_EDUCATION,RENT_26,-6
46593,26,140000,RENT,2.0,EDUCATION,A,18000,8.9,0.13,N,2,0,corrupted_EDUCATION,RENT_26,-1
46594,28,37000,RENT,0.0,DEBTCONSOLIDATION,NA,1200000,9.99,0.32,N,5,1,corrupted_DEBTCONSOLIDATION,RENT_28,3
46595,36,32000,RENT,4.0,MEDICAL,A,7000,7.88,0.22,N,12,0,corrupted_MEDICAL,RENT_36,7
46596,34,92000,RENT,0.0,EDUCATION,B,1295000,11.11,0.14,N,8,0,corrupted_EDUCATION,RENT_34,-4
46597,23,40000,RENT,0.0,MEDICAL,A,7000,8.0,0.17,N,2,0,corrupted_MEDICAL,RENT_23,-6
46598,25,40000,RENT,5.0,EDUCATION,B,5400,12.42,0.14,N,4,0,corrupted_EDUCATION,RENT_25,2
46599,24,31200,RENT,8.0,MEDICAL,A,6000,7.74,0.19,N,3,0,corrupted_MEDICAL,RENT_24,-1
46600,23,102000,RENT,7.0,DEBTCONSOLIDATION,C,700000,11.66,0.07,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,0
46601,36,55000,RENT,4.0,VENTURE,C,650000,12.53,0.12,N,12,0,corrupted_VENTURE,RENT_36,9
46602,84,108928,RENT,3.0,DEBTCONSOLIDATION,A,600000,7.51,0.06,N,25,0,corrupted_DEBTCONSOLIDATION,RENT_84,13
46603,23,100000,RENT,7.0,MEDICAL,D,5000,14.91,0.04,N,2,1,corrupted_MEDICAL,RENT_23,-23
46604,34,54996,RENT,5.0,MEDICAL,A,900000,6.91,0.16,N,6,0,corrupted_MEDICAL,RENT_34,4
46605,28,24000,RENT,1.0,EDUCATION,A,10000,7.51,0.42,N,7,1,corrupted_EDUCATION,RENT_28,1
46606,24,54000,RENT,5.0,VENTURE,C,1000000,12.73,0.19,N,2,0,corrupted_VENTURE,RENT_24,-5
46607,45,55000,RENT,0.0,HOMEIMPROVEMENT,E,9000,16.0,0.16,N,16,1,corrupted_HOMEIMPROVEMENT,RENT_45,14
46608,24,70000,RENT,2.0,PERSONAL,B,14000,9.63,0.2,N,3,0,corrupted_PERSONAL,RENT_24,-13
46609,22,45000,RENT,2.0,MEDICAL,D,12275,12.61,0.27,N,3,1,corrupted_MEDICAL,RENT_22,0
46610,26,39000,RENT,0.0,VENTURE,B,500000,11.49,0.13,N,2,0,corrupted_VENTURE,RENT_26,-1
46611,24,60000,RENT,0.0,DEBTCONSOLIDATION,A,1200000,7.29,0.2,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_24,1
46612,28,47133,RENT,3.0,PERSONAL,B,500000,10.38,0.11,N,7,0,corrupted_PERSONAL,RENT_28,4
46613,34,36000,RENT,1.0,EDUCATION,NA,7500,11.28,0.2,N,8,1,corrupted_EDUCATION,RENT_34,1
46614,24,80400,RENT,5.0,VENTURE,A,12000,5.79,0.15,N,3,0,corrupted_VENTURE,RENT_24,-5
46615,45,52400,RENT,14.0,HOMEIMPROVEMENT,B,21000,10.38,0.4,N,11,1,corrupted_HOMEIMPROVEMENT,RENT_45,8
46616,24,110000,RENT,7.0,VENTURE,A,9000,7.14,0.08,N,3,0,corrupted_VENTURE,RENT_24,-8
46617,22,40000,RENT,0.0,DEBTCONSOLIDATION,B,560000,12.69,0.14,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,1
46618,28,39000,RENT,4.0,VENTURE,B,4000,10.25,0.1,N,9,0,corrupted_VENTURE,RENT_28,5
46619,33,34000,RENT,0.0,MEDICAL,A,900000,7.9,0.26,N,7,1,corrupted_MEDICAL,RENT_33,-2
46620,26,75000,RENT,0.0,PERSONAL,A,10000,8.94,0.13,N,3,0,corrupted_PERSONAL,RENT_26,-4
46621,36,145000,RENT,4.0,DEBTCONSOLIDATION,B,5000,9.62,0.03,N,11,0,corrupted_DEBTCONSOLIDATION,RENT_36,8
46622,25,120000,RENT,9.0,MEDICAL,B,8000,10.99,0.07,N,3,0,corrupted_MEDICAL,RENT_25,-8
46623,28,69575,RENT,9.0,MEDICAL,A,4000,6.39,0.06,N,8,0,corrupted_MEDICAL,RENT_28,5
46624,30,39000,RENT,3.0,VENTURE,E,1000000,18.39,0.26,N,5,1,corrupted_VENTURE,RENT_30,-3
46625,41,70000,RENT,25.0,MEDICAL,A,500000,7.74,0.07,N,14,0,corrupted_MEDICAL,RENT_41,9
46626,27,63500,RENT,0.0,HOMEIMPROVEMENT,NA,320000,12.21,0.05,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_27,-4
46627,27,72000,RENT,11.0,PERSONAL,NA,13000,13.11,0.17,N,8,1,corrupted_PERSONAL,RENT_27,-2
46628,40,108928,RENT,0.0,HOMEIMPROVEMENT,C,17600,14.27,0.15,N,14,0,corrupted_HOMEIMPROVEMENT,RENT_40,6
46629,40,66300,RENT,0.0,MEDICAL,NA,1600000,14.42,0.23,N,16,1,corrupted_MEDICAL,RENT_40,2
46630,42,65000,RENT,4.0,VENTURE,A,1500000,7.51,0.23,N,13,0,corrupted_VENTURE,RENT_42,-3
46631,39,46500,RENT,13.0,EDUCATION,C,840000,14.72,0.18,N,16,0,corrupted_EDUCATION,RENT_39,3
46632,33,54000,RENT,5.0,DEBTCONSOLIDATION,A,3000,7.14,0.06,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_33,-9
46633,23,108000,RENT,7.0,PERSONAL,B,14000,11.14,0.13,N,4,0,corrupted_PERSONAL,RENT_23,-3
46634,27,35000,RENT,6.0,MEDICAL,E,5600,17.19,0.16,N,10,1,corrupted_MEDICAL,RENT_27,6
46635,31,80000,RENT,12.0,HOMEIMPROVEMENT,B,250000,10.99,0.03,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_31,-4
46636,29,60000,RENT,5.0,MEDICAL,C,15000,13.85,0.25,N,7,0,corrupted_MEDICAL,RENT_29,1
46637,24,25000,RENT,3.0,VENTURE,B,5000,11.49,0.2,N,2,0,corrupted_VENTURE,RENT_24,-5
46638,22,62500,RENT,2.0,VENTURE,B,12000,11.71,0.19,N,4,0,corrupted_VENTURE,RENT_22,2
46639,44,40000,RENT,4.0,PERSONAL,B,850000,10.37,0.2,N,11,0,corrupted_PERSONAL,RENT_44,7
46640,30,100111,RENT,14.0,EDUCATION,C,20000,15.23,0.2,N,9,0,corrupted_EDUCATION,RENT_30,-2
46641,33,48000,RENT,5.0,MEDICAL,B,10000,11.11,0.21,N,5,0,corrupted_MEDICAL,RENT_33,-4
46642,29,36000,RENT,7.0,MEDICAL,A,700000,7.14,0.19,N,5,0,corrupted_MEDICAL,RENT_29,0
46643,27,50000,RENT,2.0,PERSONAL,A,360000,7.14,0.07,N,8,0,corrupted_PERSONAL,RENT_27,3
46644,25,37200,RENT,4.0,HOMEIMPROVEMENT,C,720000,13.49,0.19,N,3,1,corrupted_HOMEIMPROVEMENT,RENT_25,-5
46645,37,85000,RENT,0.0,MEDICAL,A,2000,6.54,0.02,N,16,0,corrupted_MEDICAL,RENT_37,13
46646,35,54000,RENT,0.0,DEBTCONSOLIDATION,D,600000,16.77,0.11,N,9,1,corrupted_DEBTCONSOLIDATION,RENT_35,-7
46647,52,54833,RENT,14.0,HOMEIMPROVEMENT,A,20000,7.49,0.36,N,5,1,corrupted_HOMEIMPROVEMENT,RENT_52,-4
46648,35,65000,RENT,2.0,DEBTCONSOLIDATION,B,320000,11.71,0.05,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_35,0
46649,26,62500,RENT,2.0,DEBTCONSOLIDATION,B,720000,11.48,0.12,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_26,-1
46650,22,48000,RENT,0.0,EDUCATION,A,100000,7.88,0.02,N,3,0,corrupted_EDUCATION,RENT_22,-1
46651,23,70000,RENT,1.0,PERSONAL,B,600000,11.89,0.09,N,3,0,corrupted_PERSONAL,RENT_23,0
46652,28,120000,RENT,11.0,VENTURE,B,1500000,9.99,0.13,N,5,0,corrupted_VENTURE,RENT_28,2
46653,22,51312,RENT,6.0,EDUCATION,B,18000,12.21,0.35,N,4,1,corrupted_EDUCATION,RENT_22,-1
46654,29,80000,RENT,2.0,EDUCATION,B,1500000,11.86,0.19,N,9,0,corrupted_EDUCATION,RENT_29,5
46655,36,280000,RENT,2.0,VENTURE,C,100000,15.96,0.04,N,17,0,corrupted_VENTURE,RENT_36,8
46656,29,42000,RENT,5.0,VENTURE,A,8000,7.49,0.19,N,8,0,corrupted_VENTURE,RENT_29,-9
46657,24,54000,RENT,4.0,VENTURE,A,6000,7.51,0.11,N,4,0,corrupted_VENTURE,RENT_24,-4
46658,23,40000,RENT,0.0,DEBTCONSOLIDATION,B,4000,12.42,0.1,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,-2
46659,24,42000,RENT,7.0,VENTURE,A,250000,6.91,0.06,N,2,0,corrupted_VENTURE,RENT_24,0
46660,27,56500,RENT,1.0,MEDICAL,NA,10000,10.74,0.18,N,5,0,corrupted_MEDICAL,RENT_27,3
46661,37,23000,RENT,0.0,EDUCATION,B,7000,11.11,0.3,N,14,0,corrupted_EDUCATION,RENT_37,9
46662,23,32000,RENT,0.0,EDUCATION,C,5000,14.35,0.16,N,2,0,corrupted_EDUCATION,RENT_23,-12
46663,22,80000,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.74,0.06,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,2
46664,26,144000,RENT,10.0,EDUCATION,C,20000,14.17,0.14,N,3,0,corrupted_EDUCATION,RENT_26,-1
46665,24,50000,RENT,0.0,HOMEIMPROVEMENT,F,1750,19.04,0.32,N,4,1,corrupted_HOMEIMPROVEMENT,RENT_24,1
46666,22,50000,RENT,6.0,EDUCATION,B,5000,10.99,0.1,N,4,0,corrupted_EDUCATION,RENT_22,0
46667,22,41000,RENT,6.0,EDUCATION,A,5000,7.9,0.12,N,2,0,corrupted_EDUCATION,RENT_22,-2
46668,24,66300,RENT,3.0,MEDICAL,NA,16000,16.35,0.23,N,4,1,corrupted_MEDICAL,RENT_24,2
46669,26,40800,RENT,4.0,MEDICAL,C,3200,15.23,0.08,N,4,1,corrupted_MEDICAL,RENT_26,0
46670,35,45600,RENT,5.0,MEDICAL,C,2000,13.48,0.04,N,10,0,corrupted_MEDICAL,RENT_35,6
46671,27,49200,RENT,4.0,MEDICAL,C,3000,13.48,0.06,N,8,0,corrupted_MEDICAL,RENT_27,-2
46672,23,48000,RENT,7.0,DEBTCONSOLIDATION,A,3000,5.79,0.06,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,-4
46673,23,56000,RENT,7.0,VENTURE,D,1000000,15.05,0.18,N,4,0,corrupted_VENTURE,RENT_23,0
46674,33,78000,RENT,14.0,EDUCATION,B,6000,11.48,0.08,N,7,1,corrupted_EDUCATION,RENT_33,3
46675,27,44000,RENT,3.0,EDUCATION,D,15000,16.77,0.34,N,10,0,corrupted_EDUCATION,RENT_27,3
46676,28,100000,RENT,7.0,DEBTCONSOLIDATION,C,16000,13.85,0.16,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_28,-3
46677,27,75000,RENT,11.0,DEBTCONSOLIDATION,B,20000,11.36,0.27,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_27,2
46678,26,35000,RENT,0.0,VENTURE,D,500000,13.17,0.14,N,4,1,corrupted_VENTURE,RENT_26,-5
46679,23,25000,RENT,1.0,PERSONAL,B,4000,8.7,0.16,N,2,0,corrupted_PERSONAL,RENT_23,-2
46680,28,106925,RENT,3.0,EDUCATION,B,2425000,12.18,0.24,N,6,0,corrupted_EDUCATION,RENT_28,4
46681,22,40000,RENT,1.0,MEDICAL,C,4000,13.48,0.1,N,2,0,corrupted_MEDICAL,RENT_22,-4
46682,27,126000,RENT,0.0,MEDICAL,B,12400,9.99,0.1,N,6,0,corrupted_MEDICAL,RENT_27,4
46683,29,24000,RENT,4.0,DEBTCONSOLIDATION,B,3000,10.37,0.13,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_29,-1
46684,23,70000,RENT,7.0,EDUCATION,B,960000,11.71,0.14,N,4,0,corrupted_EDUCATION,RENT_23,-1
46685,23,55000,RENT,7.0,DEBTCONSOLIDATION,A,10000,6.91,0.18,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,-2
46686,37,24000,RENT,0.0,PERSONAL,B,6000,8.88,0.25,N,14,0,corrupted_PERSONAL,RENT_37,12
46687,23,30000,RENT,1.0,EDUCATION,B,500000,11.89,0.17,N,2,0,corrupted_EDUCATION,RENT_23,-12
46688,22,50000,RENT,5.0,EDUCATION,B,17000,11.71,0.34,N,4,0,corrupted_EDUCATION,RENT_22,2
46689,26,55000,RENT,10.0,HOMEIMPROVEMENT,B,3600,10.99,0.06,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_26,-2
46690,25,65000,RENT,0.0,EDUCATION,A,800000,6.91,0.12,N,2,0,corrupted_EDUCATION,RENT_25,0
46691,29,60000,RENT,1.0,PERSONAL,A,14000,7.49,0.23,N,9,0,corrupted_PERSONAL,RENT_29,7
46692,30,30000,RENT,2.0,PERSONAL,D,10000,16.0,0.33,N,5,1,corrupted_PERSONAL,RENT_30,-4
46693,23,86004,RENT,1.0,EDUCATION,B,180000,10.25,0.02,N,4,0,corrupted_EDUCATION,RENT_23,-1
46694,23,49000,RENT,0.0,MEDICAL,NA,1200000,14.61,0.24,N,3,1,corrupted_MEDICAL,RENT_23,-1
46695,23,40000,RENT,5.0,EDUCATION,B,6000,10.75,0.15,N,2,0,corrupted_EDUCATION,RENT_23,-1
46696,29,80400,RENT,8.0,PERSONAL,A,8000,7.49,0.1,N,9,0,corrupted_PERSONAL,RENT_29,7
46697,36,70000,RENT,2.0,HOMEIMPROVEMENT,C,1440000,11.97,0.21,N,12,0,corrupted_HOMEIMPROVEMENT,RENT_36,3
46698,22,40000,RENT,6.0,DEBTCONSOLIDATION,A,5000,6.62,0.13,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_22,-9
46699,30,97000,RENT,14.0,HOMEIMPROVEMENT,A,8000,6.03,0.08,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_30,7
46700,31,40000,RENT,1.0,MEDICAL,A,6400,9.32,0.16,N,6,0,corrupted_MEDICAL,RENT_31,-4
46701,25,72000,RENT,0.0,MEDICAL,A,3500,6.76,0.05,N,3,0,corrupted_MEDICAL,RENT_25,-3
46702,23,120000,RENT,2.0,EDUCATION,A,10000,5.42,0.08,N,2,0,corrupted_EDUCATION,RENT_23,-1
46703,25,50000,RENT,9.0,PERSONAL,C,3000,13.98,0.06,N,2,0,corrupted_PERSONAL,RENT_25,0
46704,29,65000,RENT,13.0,EDUCATION,C,3000,14.72,0.05,N,9,0,corrupted_EDUCATION,RENT_29,7
46705,28,62000,RENT,10.0,DEBTCONSOLIDATION,A,600000,7.9,0.1,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_28,-2
46706,22,32000,RENT,7.0,PERSONAL,D,480000,14.54,0.15,N,3,0,corrupted_PERSONAL,RENT_22,-4
46707,46,60000,RENT,7.0,VENTURE,A,10000,6.54,0.17,N,16,0,corrupted_VENTURE,RENT_46,13
46708,21,25000,RENT,2.0,DEBTCONSOLIDATION,NA,2500,7.88,0.1,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_21,-12
46709,22,49000,RENT,6.0,EDUCATION,A,6750,6.91,0.14,N,2,0,corrupted_EDUCATION,RENT_22,-2
46710,33,81804,RENT,3.0,MEDICAL,A,900000,7.88,0.11,N,5,0,corrupted_MEDICAL,RENT_33,3
46711,23,45000,RENT,4.0,PERSONAL,B,1100000,10.59,0.24,N,2,0,corrupted_PERSONAL,RENT_23,-3
46712,26,80000,RENT,3.0,HOMEIMPROVEMENT,A,9500,6.76,0.12,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,2
46713,50,36960,RENT,8.0,DEBTCONSOLIDATION,C,8000,13.61,0.22,N,11,0,corrupted_DEBTCONSOLIDATION,RENT_50,7
46714,23,66000,RENT,7.0,MEDICAL,B,1400000,9.99,0.21,N,3,0,corrupted_MEDICAL,RENT_23,-8
46715,24,150000,RENT,8.0,MEDICAL,B,10000,10.99,0.07,N,3,0,corrupted_MEDICAL,RENT_24,0
46716,22,64000,RENT,0.0,DEBTCONSOLIDATION,D,11000,14.11,0.17,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_22,1
46717,30,250000,RENT,14.0,DEBTCONSOLIDATION,A,25000,7.88,0.1,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_30,1
46718,31,65000,RENT,0.0,HOMEIMPROVEMENT,A,4000,7.14,0.06,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_31,2
46719,45,54000,RENT,8.0,HOMEIMPROVEMENT,A,4000,6.62,0.07,N,11,0,corrupted_HOMEIMPROVEMENT,RENT_45,4
46720,36,66000,RENT,4.0,DEBTCONSOLIDATION,B,7000,10.59,0.11,N,15,0,corrupted_DEBTCONSOLIDATION,RENT_36,4
46721,25,36000,RENT,9.0,VENTURE,D,10000,14.59,0.28,N,3,0,corrupted_VENTURE,RENT_25,-12
46722,30,49000,RENT,13.0,DEBTCONSOLIDATION,NA,640000,17.93,0.13,N,7,1,corrupted_DEBTCONSOLIDATION,RENT_30,4
46723,25,48000,RENT,3.0,VENTURE,B,5000,12.42,0.1,N,2,0,corrupted_VENTURE,RENT_25,-5
46724,24,44004,RENT,5.0,HOMEIMPROVEMENT,A,7500,8.0,0.16,N,2,1,corrupted_HOMEIMPROVEMENT,RENT_24,0
46725,32,50000,RENT,3.0,MEDICAL,B,400000,10.0,0.08,N,8,0,corrupted_MEDICAL,RENT_32,6
46726,30,46800,RENT,14.0,PERSONAL,A,6000,5.42,0.13,N,9,0,corrupted_PERSONAL,RENT_30,1
46727,24,110000,RENT,0.0,HOMEIMPROVEMENT,B,1000000,10.25,0.1,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,-5
46728,26,80000,RENT,3.0,DEBTCONSOLIDATION,A,6000,7.51,0.07,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_26,-2
46729,33,32496,RENT,2.0,HOMEIMPROVEMENT,C,450000,13.23,0.15,N,7,1,corrupted_HOMEIMPROVEMENT,RENT_33,5
46730,28,60000,RENT,11.0,MEDICAL,NA,500000,12.99,0.08,N,5,0,corrupted_MEDICAL,RENT_28,-2
46731,25,65000,RENT,9.0,EDUCATION,B,8500,11.71,0.13,N,4,0,corrupted_EDUCATION,RENT_25,-1
46732,23,60000,RENT,3.0,DEBTCONSOLIDATION,NA,9000,7.14,0.15,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,-1
46733,28,75000,RENT,5.0,HOMEIMPROVEMENT,NA,13000,7.88,0.16,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_28,5
46734,23,60000,RENT,7.0,MEDICAL,A,16000,6.03,0.27,N,2,0,corrupted_MEDICAL,RENT_23,-6
46735,26,60000,RENT,3.0,EDUCATION,NA,1200000,13.49,0.2,N,2,0,corrupted_EDUCATION,RENT_26,0
