emp_length,grade_segment,total_loans,avg_interest_rate,defaults,default_percentage
-6.069197246761167,A,1,6.17,0.0,0.0
-6.0538522800445005,C,1,14.27,0.0,0.0
-6.053739413944392,B,1,12.42,0.0,0.0
-6.029294759913919,E,1,16.32,0.0,0.0
-6.012106107007167,C,1,12.99,0.0,0.0
-6.007816918964059,D,1,15.95,0.0,0.0
-5.988251398501051,missing,1,8.0,0.0,0.0
-5.983972704785486,C,1,12.68,0.0,0.0
-5.970937380253448,B,1,9.91,0.0,0.0
-5.9699029482050765,C,1,13.49,0.0,0.0
-5.930246171654571,A,1,7.9,0.0,0.0
-5.9219551695512855,B,1,9.62,0.0,0.0
-5.901916615747433,A,1,7.88,0.0,0.0
-5.893197002381033,A,1,6.99,0.0,0.0
-5.891263110693148,missing,1,12.99,0.0,0.0
-5.885510384578319,D,1,16.89,0.0,0.0
-5.88162490462846,B,1,11.14,0.0,0.0
-5.868095986525027,A,1,6.17,0.0,0.0
-5.8663155862405185,missing,1,9.63,0.0,0.0
-5.856385289039724,B,1,12.69,0.0,0.0
-5.847810984820342,B,1,9.88,0.0,0.0
-5.8421072016212445,A,1,6.03,0.0,0.0
-5.837503390631392,B,1,12.18,0.0,0.0
-5.8251241085862135,A,1,8.0,0.0,0.0
-5.81955264640875,A,1,7.9,0.0,0.0
-5.793259969821671,missing,1,6.03,0.0,0.0
-5.791926644517723,B,1,11.36,0.0,0.0
-5.788132242716892,B,1,12.18,0.0,0.0
-5.782926511760464,A,1,5.79,0.0,0.0
-5.758630166837078,B,1,11.99,0.0,0.0
-5.749900199725874,missing,1,7.4,0.0,0.0
-5.74066657405147,A,1,6.54,0.0,0.0
-5.734148359357606,A,1,6.62,0.0,0.0
-5.723303349137634,A,1,7.66,0.0,0.0
-5.722446234386641,B,1,11.14,0.0,0.0
-5.719976607196282,A,1,7.9,0.0,0.0
-5.68519714647688,A,1,7.43,0.0,0.0
-5.65898827252696,A,1,6.03,0.0,0.0
-5.643956472458491,A,1,7.74,0.0,0.0
-5.6295437734645475,B,1,11.49,0.0,0.0
-5.60109089118381,D,1,15.99,0.0,0.0
-5.575710676135574,B,1,11.36,0.0,0.0
-5.575062196601495,B,1,10.08,0.0,0.0
-5.566056580932914,A,1,8.07,0.0,0.0
-5.564789259778631,A,1,7.4,0.0,0.0
-5.557725970194266,missing,1,6.17,0.0,0.0
-5.557601380547568,A,1,6.92,0.0,0.0
-5.536736074509666,B,1,10.99,0.0,0.0
-5.515497173225873,A,1,7.14,0.0,0.0
-5.48804546382482,C,1,13.99,0.0,0.0
-5.462707770424283,A,1,6.99,0.0,0.0
-5.462472431728182,C,1,13.79,0.0,0.0
-5.453680567605317,A,1,7.51,0.0,0.0
-5.442334124492714,A,1,8.94,0.0,0.0
-5.423237755319729,C,1,13.22,0.0,0.0
-5.413637043953489,B,1,9.91,0.0,0.0
-5.411358192179428,D,1,14.54,0.0,0.0
-5.407203032397363,missing,1,11.36,0.0,0.0
-5.394355598727952,missing,1,7.49,0.0,0.0
-5.389934951459221,B,1,11.89,0.0,0.0
-5.367306402162516,A,1,6.17,0.0,0.0
-5.356899227372405,C,1,12.87,0.0,0.0
-5.356513341255787,B,1,11.48,0.0,0.0
-5.3351371073936775,B,1,9.76,0.0,0.0
-5.334186795428959,A,1,6.91,0.0,0.0
-5.331294455486745,C,1,13.49,0.0,0.0
-5.329300718126092,C,1,14.27,0.0,0.0
-5.324152905969907,missing,1,9.99,0.0,0.0
-5.283128061971647,B,1,10.59,0.0,0.0
-5.279448058653317,A,1,6.03,0.0,0.0
-5.271853504304125,A,1,7.66,0.0,0.0
-5.269904351826504,A,1,5.42,0.0,0.0
-5.267585454285721,A,1,7.51,0.0,0.0
-5.266861903236126,C,1,12.23,0.0,0.0
-5.256444205075957,A,1,8.59,0.0,0.0
-5.25135608093882,B,1,9.99,0.0,0.0
-5.249926297325461,B,1,9.99,0.0,0.0
-5.224562594775591,C,1,13.04,0.0,0.0
-5.221648820770475,A,1,5.79,0.0,0.0
-5.220903703252386,C,1,13.92,0.0,0.0
-5.220659984973593,C,1,13.72,0.0,0.0
-5.217797062207959,A,1,7.29,0.0,0.0
-5.210679276649269,B,1,12.69,0.0,0.0
-5.205336243677008,missing,1,6.91,0.0,0.0
-5.204843237882365,B,1,7.49,0.0,0.0
-5.198778712732135,A,1,8.49,0.0,0.0
-5.178098152272476,C,1,12.84,0.0,0.0
-5.17706563080784,B,1,10.74,0.0,0.0
-5.174525027305696,B,1,10.59,0.0,0.0
-5.163939363313762,C,1,12.68,0.0,0.0
-5.1580538739465585,A,1,7.66,0.0,0.0
-5.1484310962810165,B,1,11.36,0.0,0.0
-5.143373905519306,A,1,7.66,0.0,0.0
-5.127503466840947,B,1,10.75,0.0,0.0
-5.1242810451301795,A,1,6.92,0.0,0.0
-5.118757628690549,B,1,10.74,0.0,0.0
-5.108056822575831,D,1,14.59,0.0,0.0
-5.103462565888357,C,1,14.35,0.0,0.0
-5.085695016353188,B,1,10.65,0.0,0.0
-5.081584871257071,A,1,8.94,0.0,0.0
-5.08048565168712,A,1,6.92,0.0,0.0
-5.0598748190293685,A,1,7.51,0.0,0.0
-5.047763690969051,D,1,16.07,0.0,0.0
-5.044555922896757,C,1,13.22,0.0,0.0
-5.017959394246336,B,1,11.48,0.0,0.0
-5.002065330019995,B,1,9.99,0.0,0.0
-5.001814463203521,D,1,15.62,0.0,0.0
-4.9994362847979446,A,1,5.42,0.0,0.0
-4.97539228840829,B,1,10.38,0.0,0.0
-4.970616521912496,B,1,12.21,0.0,0.0
-4.961944415836152,A,1,7.51,0.0,0.0
-4.957957813931909,C,1,12.99,0.0,0.0
-4.937615389184085,B,1,9.76,0.0,0.0
-4.92591583139812,B,1,10.59,0.0,0.0
-4.891204810367868,A,1,7.74,0.0,0.0
-4.8773729942904716,B,1,11.11,0.0,0.0
-4.876623387164015,C,1,12.84,0.0,0.0
-4.871944544582554,missing,1,15.96,0.0,0.0
-4.87055095551042,A,1,7.29,0.0,0.0
-4.868876344300963,A,1,7.88,0.0,0.0
-4.8644947206857445,B,1,9.91,0.0,0.0
-4.86268125527745,B,1,10.39,0.0,0.0
-4.853781871252256,A,1,7.29,0.0,0.0
-4.843407055218782,B,1,9.99,0.0,0.0
-4.839203973783508,B,1,11.11,0.0,0.0
-4.834034379472963,C,1,15.96,0.0,0.0
-4.811009717007147,A,1,5.42,0.0,0.0
-4.791282900384682,C,1,12.99,0.0,0.0
-4.789104204294484,D,1,15.21,0.0,0.0
-4.788048919647064,A,1,6.17,0.0,0.0
-4.768778675690907,C,1,13.99,0.0,0.0
-4.76501719193695,A,1,7.51,0.0,0.0
-4.760079457752362,B,1,8.88,0.0,0.0
-4.750623897830469,C,1,14.65,0.0,0.0
-4.739262815528414,B,1,9.63,0.0,0.0
-4.72620830242902,missing,1,7.14,0.0,0.0
-4.706733050820015,missing,1,7.9,0.0,0.0
-4.702076382281251,C,1,13.49,0.0,0.0
-4.656669612155557,B,1,11.99,0.0,0.0
-4.654860512529485,B,1,11.71,0.0,0.0
-4.628388585789951,C,1,13.04,0.0,0.0
-4.610705340839081,B,1,9.45,0.0,0.0
-4.610303426166679,B,1,11.49,0.0,0.0
-4.5922423796019585,C,1,14.79,0.0,0.0
-4.583447308820099,B,1,10.99,0.0,0.0
-4.573669309775932,A,1,8.94,0.0,0.0
-4.568013333397238,A,1,6.54,0.0,0.0
-4.562162674254276,A,1,7.66,0.0,0.0
-4.5250429115930935,B,1,10.08,0.0,0.0
-4.516656265718805,A,1,6.99,0.0,0.0
-4.4844121943026884,B,1,10.25,0.0,0.0
-4.483903687245108,A,1,5.79,0.0,0.0
-4.48343726338677,B,1,9.32,0.0,0.0
-4.4672426458076036,B,1,10.59,0.0,0.0
-4.465679370291645,B,1,11.71,0.0,0.0
-4.432538371504039,B,1,10.99,0.0,0.0
-4.4293681952747,missing,1,11.89,0.0,0.0
-4.42720146451501,missing,1,10.36,0.0,0.0
-4.42080871632057,B,1,11.14,0.0,0.0
-4.405929118649106,B,1,11.71,0.0,0.0
-4.39069523779072,B,1,9.91,0.0,0.0
-4.33885075957685,B,1,9.91,0.0,0.0
-4.336225525073091,missing,1,7.88,0.0,0.0
-4.33404652883432,B,1,10.59,0.0,0.0
-4.316712316759807,A,1,7.9,0.0,0.0
-4.309924238147422,B,1,11.36,0.0,0.0
-4.309603102259462,C,1,13.06,0.0,0.0
-4.3087124230849,B,1,10.59,0.0,0.0
-4.295849216391107,B,1,11.71,0.0,0.0
-4.273636723134859,B,1,11.71,0.0,0.0
-4.263936908093797,B,1,10.62,0.0,0.0
-4.255229411742893,A,1,8.94,0.0,0.0
-4.2368024270602405,C,1,14.79,0.0,0.0
-4.213983705251114,A,1,6.76,0.0,0.0
-4.211721267681851,B,1,11.71,0.0,0.0
-4.206606641357502,D,1,16.29,0.0,0.0
-4.202953786674014,B,1,9.63,0.0,0.0
-4.196007985328646,C,1,14.26,0.0,0.0
-4.192609933122214,C,1,12.73,0.0,0.0
-4.191873602251228,B,1,9.99,0.0,0.0
-4.186264914092452,C,1,14.17,0.0,0.0
-4.185207693256508,B,1,12.42,0.0,0.0
-4.176980264543734,A,1,5.79,0.0,0.0
-4.175578488324893,B,1,11.11,0.0,0.0
-4.173861155109279,A,1,6.62,0.0,0.0
-4.17176065355256,B,1,11.71,0.0,0.0
-4.1666444656535955,B,1,10.38,0.0,0.0
-4.159855475043907,A,1,7.49,0.0,0.0
-4.129578333770866,B,1,11.36,0.0,0.0
-4.12841208883224,A,1,7.9,0.0,0.0
-4.116094540628331,A,1,5.79,0.0,0.0
-4.104883738185292,A,1,7.9,0.0,0.0
-4.102642473519264,B,1,11.12,0.0,0.0
-4.090391285975285,A,1,7.51,0.0,0.0
-4.089149424596155,A,1,6.17,0.0,0.0
-4.083532621214847,missing,1,10.99,0.0,0.0
-4.071571871216655,A,1,7.88,0.0,0.0
-4.063276014616829,B,1,11.48,0.0,0.0
-4.060542860285555,A,1,7.29,0.0,0.0
-4.058877690757656,B,1,10.25,0.0,0.0
-4.056245578029337,B,1,12.69,0.0,0.0
-4.024782488599182,missing,1,10.99,0.0,0.0
-4.0239548789800015,C,1,13.57,0.0,0.0
-4.015985043853499,A,1,8.9,0.0,0.0
-4.0094811751099435,A,1,8.9,0.0,0.0
-4.008754412196929,A,1,7.49,0.0,0.0
-4.003917329544485,B,1,10.62,0.0,0.0
-3.9998373878057993,D,1,15.62,0.0,0.0
-3.9949112965860394,A,1,6.03,0.0,0.0
-3.994216309713307,A,1,8.1,0.0,0.0
-3.993630357407219,missing,1,7.9,0.0,0.0
-3.9898352444723315,B,1,9.76,0.0,0.0
-3.9827061693261276,C,1,13.49,0.0,0.0
-3.976830317378255,A,1,7.49,0.0,0.0
-3.972489011743283,A,1,7.88,0.0,0.0
-3.956974183655512,A,1,7.88,0.0,0.0
-3.950872809656773,A,1,8.59,0.0,0.0
-3.9429596547985657,B,1,9.88,0.0,0.0
-3.935046954346559,B,1,10.37,0.0,0.0
-3.926751576273835,C,1,13.49,0.0,0.0
-3.919087215654617,D,1,15.21,0.0,0.0
-3.908802353011975,C,1,13.16,0.0,0.0
-3.8924029720577753,A,1,6.03,0.0,0.0
-3.8916536888651265,A,1,7.51,0.0,0.0
-3.8817536186661323,A,1,7.9,0.0,0.0
-3.86693731157881,A,1,7.88,0.0,0.0
-3.84942908286166,B,1,10.37,0.0,0.0
-3.83288104393462,missing,1,5.42,0.0,0.0
-3.813883033763945,B,1,9.91,0.0,0.0
-3.8026062480374314,A,1,6.91,0.0,0.0
-3.801641923093589,C,1,13.98,0.0,0.0
-3.7944089368114664,A,1,7.51,0.0,0.0
-3.779525514950717,C,1,12.73,0.0,0.0
-3.762030761094734,B,1,9.91,0.0,0.0
-3.721197966773421,A,1,5.79,0.0,0.0
-3.705138428833621,B,1,10.74,0.0,0.0
-3.67927141243252,A,1,7.88,0.0,0.0
-3.6788452728659307,missing,1,10.99,0.0,0.0
-3.6711414599803174,B,1,10.59,0.0,0.0
-3.670672709245559,A,1,6.54,0.0,0.0
-3.660536631971816,C,1,14.79,0.0,0.0
-3.645795944549598,B,1,11.36,0.0,0.0
-3.642947911214808,A,1,6.92,0.0,0.0
-3.6300165901698476,C,1,13.49,0.0,0.0
-3.605108088364954,D,1,14.59,0.0,0.0
-3.6044165435482824,A,1,7.88,0.0,0.0
-3.5997919764543056,B,1,10.0,0.0,0.0
-3.5986972542667424,A,1,7.66,0.0,0.0
-3.5964831787939904,A,1,7.9,0.0,0.0
-3.593282211339579,A,1,6.39,0.0,0.0
-3.5840441224368957,B,1,10.59,0.0,0.0
-3.575878778115605,C,1,13.49,0.0,0.0
-3.5721344189762245,B,1,10.74,0.0,0.0
-3.572041655329979,missing,1,9.32,0.0,0.0
-3.569020272790242,D,1,16.32,0.0,0.0
-3.558123524209586,C,1,12.61,0.0,0.0
-3.55558885561131,B,1,10.37,0.0,0.0
-3.5482788092954243,missing,1,13.48,0.0,0.0
-3.5463280543128954,B,1,10.99,0.0,0.0
-3.5441590985276434,C,1,13.48,0.0,0.0
-3.5430578126746344,B,1,11.83,0.0,0.0
-3.54228101806444,A,1,5.79,0.0,0.0
-3.5382119688119893,C,1,12.99,0.0,0.0
-3.533364882179593,missing,1,10.74,0.0,0.0
-3.512870954738519,B,1,11.11,0.0,0.0
-3.5105133351699704,A,1,6.03,0.0,0.0
-3.4986162472629876,missing,1,9.99,0.0,0.0
-3.48750746405818,A,1,7.14,0.0,0.0
-3.4810056449948643,C,1,13.23,0.0,0.0
-3.4798771249227625,missing,1,7.9,0.0,0.0
-3.4610203019581167,D,1,14.96,0.0,0.0
-3.45800235001313,B,1,9.88,0.0,0.0
-3.4542403900805696,A,1,9.63,0.0,0.0
-3.4490112100197754,C,1,14.79,0.0,0.0
-3.4394998591872863,B,1,11.48,0.0,0.0
-3.419865549217489,B,1,10.37,0.0,0.0
-3.4171730864813132,missing,1,11.49,0.0,0.0
-3.4146762325668725,E,1,17.19,0.0,0.0
-3.3898955295209428,B,1,12.18,0.0,0.0
-3.389361982062413,B,1,11.58,0.0,0.0
-3.376348198015669,D,1,14.96,0.0,0.0
-3.364350798642228,D,1,15.62,0.0,0.0
-3.3574664305798816,A,1,5.42,0.0,0.0
-3.352195195420494,A,1,7.88,0.0,0.0
-3.349879338871258,A,1,7.51,0.0,0.0
-3.3469809184860217,A,1,6.62,0.0,0.0
-3.3440209829390453,B,1,11.71,0.0,0.0
-3.3241239836236707,A,1,9.63,0.0,0.0
-3.3038786816365935,A,1,7.51,0.0,0.0
-3.303262434889187,A,1,7.88,0.0,0.0
-3.3007942754866866,B,1,10.0,0.0,0.0
-3.2741451846681535,B,1,10.0,0.0,0.0
-3.261679045965272,A,1,7.9,0.0,0.0
-3.243854562599541,B,1,10.65,0.0,0.0
-3.2413119225324767,missing,1,7.88,0.0,0.0
-3.2381195199993513,B,1,10.59,0.0,0.0
-3.235864213225817,B,1,11.89,0.0,0.0
-3.235034589021545,A,1,7.88,0.0,0.0
-3.2343686063649795,B,1,11.36,0.0,0.0
-3.2308566002768293,D,1,15.58,0.0,0.0
-3.2176364954546326,A,1,5.79,0.0,0.0
-3.2092002417227814,A,1,7.29,0.0,0.0
-3.2042200137472854,A,1,6.99,0.0,0.0
-3.199917719498794,A,1,7.9,0.0,0.0
-3.188200805496841,A,1,7.49,0.0,0.0
-3.1827663847811563,A,1,8.59,0.0,0.0
-3.18138887207249,B,1,8.88,0.0,0.0
-3.179240879058458,B,1,10.36,0.0,0.0
-3.1655981980721037,B,1,11.36,0.0,0.0
-3.1549433211618956,A,1,6.62,0.0,0.0
-3.138586230501094,missing,1,11.12,0.0,0.0
-3.117014231419315,B,1,10.59,0.0,0.0
-3.11060046746774,B,1,11.11,0.0,0.0
-3.09814486045759,A,1,8.49,0.0,0.0
-3.09664651235453,A,1,8.94,0.0,0.0
-3.0908036677619526,A,1,8.59,0.0,0.0
-3.088202172812249,A,1,7.9,0.0,0.0
-3.0753649557184577,C,1,15.23,0.0,0.0
-3.0675721612457325,B,1,12.69,0.0,0.0
-3.0643304321365807,D,1,15.31,0.0,0.0
-3.063548694557376,A,1,6.99,0.0,0.0
-3.0617290871880884,A,1,8.59,0.0,0.0
-3.059661764850233,C,1,14.27,0.0,0.0
-3.057385684858338,A,1,7.51,0.0,0.0
-3.035508269268082,B,1,11.89,0.0,0.0
-3.0350106678451083,C,1,15.96,0.0,0.0
-3.03242585203067,C,1,13.49,0.0,0.0
-3.026524705893145,A,1,7.66,0.0,0.0
-3.019873417933165,B,1,10.65,0.0,0.0
-3.0167268401756218,A,1,7.49,0.0,0.0
-3.0165399719542143,A,1,5.79,0.0,0.0
-2.9848431432772458,B,1,11.14,0.0,0.0
-2.979831055464741,A,1,8.94,0.0,0.0
-2.959966947030707,B,1,10.95,0.0,0.0
-2.94334154071956,B,1,10.95,0.0,0.0
-2.919715953683875,A,1,8.94,0.0,0.0
-2.9160948953338433,C,1,14.27,0.0,0.0
-2.9127843169025347,A,1,5.42,0.0,0.0
-2.9099407727231537,C,1,12.73,0.0,0.0
-2.902338057591283,B,1,11.12,0.0,0.0
-2.8962945916364933,missing,1,9.25,0.0,0.0
-2.89559202244247,A,1,8.49,0.0,0.0
-2.8903124612971443,A,1,6.99,0.0,0.0
-2.8796570045033647,B,1,11.49,0.0,0.0
-2.8760753033898823,C,1,13.47,0.0,0.0
-2.871349366055454,missing,1,6.17,0.0,0.0
-2.8668724057901303,missing,1,10.99,0.0,0.0
-2.8623961021403357,A,1,9.63,0.0,0.0
-2.858476320228214,B,1,10.99,0.0,0.0
-2.853727290232464,A,1,7.14,0.0,0.0
-2.8515587648089595,C,1,12.61,0.0,0.0
-2.84959011406033,B,1,10.99,0.0,0.0
-2.8417104490675067,C,1,13.49,0.0,0.0
-2.8349494357383502,C,1,14.65,0.0,0.0
-2.834203723026505,B,1,11.11,0.0,0.0
-2.8278559624359296,missing,1,11.11,0.0,0.0
-2.820764009320114,A,1,7.14,0.0,0.0
-2.8146301910934435,A,1,7.9,0.0,0.0
-2.811695314159134,A,1,6.54,0.0,0.0
-2.7899059900216354,A,1,6.92,0.0,0.0
-2.782078946871488,B,1,11.83,0.0,0.0
-2.781250807775102,A,1,8.9,0.0,0.0
-2.780640920352899,B,1,11.99,0.0,0.0
-2.7650607211216607,B,1,9.96,0.0,0.0
-2.765005876231185,C,1,13.06,0.0,0.0
-2.7635541046976293,A,1,7.88,0.0,0.0
-2.7539271964128593,A,1,7.88,0.0,0.0
-2.752748713805913,missing,1,5.42,0.0,0.0
-2.734803165152546,B,1,11.36,0.0,0.0
-2.7320284262434384,A,1,7.51,0.0,0.0
-2.7306322883007503,B,1,10.36,0.0,0.0
-2.7242104310807767,A,1,7.88,0.0,0.0
-2.717457441635439,C,1,12.99,0.0,0.0
-2.710404040505547,C,1,13.16,0.0,0.0
-2.6958901130107216,C,1,13.47,0.0,0.0
-2.6955967126646563,A,1,8.49,0.0,0.0
-2.6912327238998666,B,1,10.37,0.0,0.0
-2.650470589595611,B,1,9.99,0.0,0.0
-2.6489293547295025,C,1,11.66,0.0,0.0
-2.6287809967980302,B,1,11.14,0.0,0.0
-2.6267802814797285,A,1,8.59,0.0,0.0
-2.6223756071610627,A,1,7.51,0.0,0.0
-2.612468213223128,B,1,9.76,0.0,0.0
-2.610239337869527,A,1,6.17,0.0,0.0
-2.604429808041621,A,1,8.49,0.0,0.0
-2.6012233874396555,B,1,10.99,0.0,0.0
-2.595515539891318,B,1,12.69,0.0,0.0
-2.5933524386850846,B,1,10.36,0.0,0.0
-2.592890452976553,B,1,10.62,0.0,0.0
-2.5793016942508413,A,1,7.29,0.0,0.0
-2.578227049803095,A,1,6.92,0.0,0.0
-2.573190149145697,D,1,17.58,0.0,0.0
-2.5712234059965366,A,1,7.51,0.0,0.0
-2.561044896195341,A,1,8.59,0.0,0.0
-2.553108815384631,B,1,9.91,0.0,0.0
-2.5345041400132917,B,1,10.37,0.0,0.0
-2.526868824898955,A,1,6.91,0.0,0.0
-2.5148838964304243,missing,1,10.25,0.0,0.0
-2.5020187411807946,missing,1,8.9,0.0,0.0
-2.498576204155846,A,1,7.49,0.0,0.0
-2.4807993991503356,A,1,7.29,0.0,0.0
-2.4745492544217305,C,1,13.23,0.0,0.0
-2.4699536405987104,A,1,8.59,0.0,0.0
-2.4681952822413074,A,1,7.88,0.0,0.0
-2.467036542236822,A,1,7.88,0.0,0.0
-2.453388502785769,C,1,11.78,0.0,0.0
-2.448619700802567,C,1,13.11,0.0,0.0
-2.446178939163091,B,1,12.42,0.0,0.0
-2.4286391738931874,B,1,11.58,0.0,0.0
-2.4176524332868725,A,1,8.49,0.0,0.0
-2.390194144419164,A,1,7.49,0.0,0.0
-2.385036904717536,missing,1,6.91,0.0,0.0
-2.371026716040914,A,1,6.17,0.0,0.0
-2.365904673834711,A,1,9.63,0.0,0.0
-2.365330962760236,B,1,10.59,0.0,0.0
-2.3356474655186705,A,1,7.14,0.0,0.0
-2.3324299429841666,missing,1,12.61,0.0,0.0
-2.331902577904806,C,1,13.72,0.0,0.0
-2.3256849872225054,missing,1,16.07,0.0,0.0
-2.323989104780672,A,1,5.42,0.0,0.0
-2.321075051808698,B,1,10.62,0.0,0.0
-2.3099268051991175,C,1,13.47,0.0,0.0
-2.3076593677775303,A,1,7.49,0.0,0.0
-2.3007024876812903,missing,1,10.59,0.0,0.0
-2.275970174949901,C,1,12.99,0.0,0.0
-2.274094147429213,C,1,14.26,0.0,0.0
-2.2673561781077023,A,1,7.29,0.0,0.0
-2.2654866357741774,A,1,6.62,0.0,0.0
-2.263915023861678,B,1,11.71,0.0,0.0
-2.259152164090359,C,1,12.87,0.0,0.0
-2.2549312067363623,B,1,11.71,0.0,0.0
-2.2524869822083255,B,1,10.38,0.0,0.0
-2.251693511640168,A,1,5.42,0.0,0.0
-2.243739167671656,B,1,10.0,0.0,0.0
-2.2346475013174896,A,1,8.49,0.0,0.0
-2.231100934252737,E,1,16.35,0.0,0.0
-2.2309063117871926,B,1,10.99,0.0,0.0
-2.22149958707307,missing,1,7.66,0.0,0.0
-2.2190050926505185,A,1,7.29,0.0,0.0
-2.216057065539406,A,1,5.42,0.0,0.0
-2.204110091264937,A,1,7.14,0.0,0.0
-2.2013558675353693,A,1,6.62,0.0,0.0
-2.1808937431748707,B,1,11.49,0.0,0.0
-2.173802679856694,missing,1,7.49,0.0,0.0
-2.170359559709642,A,1,5.79,0.0,0.0
-2.166453890809909,B,1,11.11,0.0,0.0
-2.1511862704857276,A,1,7.88,0.0,0.0
-2.1495338250508293,C,1,13.35,0.0,0.0
-2.1405196609354205,B,1,11.99,0.0,0.0
-2.1375676390123344,missing,1,10.39,0.0,0.0
-2.123979711250171,C,1,12.84,0.0,0.0
-2.1179267005243276,B,1,11.83,0.0,0.0
-2.112836013932766,A,1,7.14,0.0,0.0
-2.110324818755465,B,1,9.96,0.0,0.0
-2.1078921520770986,B,1,10.25,0.0,0.0
-2.1038425444055466,B,1,10.96,0.0,0.0
-2.1022190902634454,A,1,8.9,0.0,0.0
-2.101464998946174,B,1,12.69,0.0,0.0
-2.0919016551729923,B,1,10.65,0.0,0.0
-2.087781100284685,C,1,12.09,0.0,0.0
-2.074787887115697,B,1,11.14,0.0,0.0
-2.071438995962075,A,1,7.51,0.0,0.0
-2.0683721643977284,B,1,10.74,0.0,0.0
-2.039160383742648,B,1,11.71,0.0,0.0
-2.0262194109149227,C,1,13.49,0.0,0.0
-2.016426746040141,B,1,11.12,0.0,0.0
-2.0072408921630416,C,1,13.98,0.0,0.0
-1.9986683574866544,C,1,14.26,0.0,0.0
-1.9908492111770126,missing,1,6.96,0.0,0.0
-1.9436231941774,B,1,10.99,0.0,0.0
-1.9418145852628212,B,1,10.99,0.0,0.0
-1.9308792303539604,C,1,13.16,0.0,0.0
-1.9164031141270996,C,1,14.65,0.0,0.0
-1.9111928248505348,B,1,12.21,0.0,0.0
-1.9095447012646347,missing,1,7.49,0.0,0.0
-1.9031709726673967,D,1,15.37,0.0,0.0
-1.8882154168337006,A,1,5.79,0.0,0.0
-1.8827762671315629,A,1,5.99,0.0,0.0
-1.8774232330992602,C,1,12.73,0.0,0.0
-1.8729590155965221,A,1,6.92,0.0,0.0
-1.8629530598987483,B,1,10.65,0.0,0.0
-1.8536153999062386,C,1,12.61,0.0,0.0
-1.8466078302045057,B,1,10.74,0.0,0.0
-1.8419157131300103,A,1,7.88,0.0,0.0
-1.8248438064526313,A,1,6.17,0.0,0.0
-1.8206138986685554,A,1,7.49,0.0,0.0
-1.8127621981916398,C,1,13.61,0.0,0.0
-1.7746948259651596,A,1,6.62,0.0,0.0
-1.7737699695774705,B,1,11.83,0.0,0.0
-1.7524431521163306,A,1,6.99,0.0,0.0
-1.7440837056362943,missing,1,7.9,0.0,0.0
-1.7281356527177323,missing,1,12.87,0.0,0.0
-1.7255932498615243,missing,1,5.99,0.0,0.0
-1.7251819902409633,B,1,10.25,0.0,0.0
-1.7216731661828284,missing,1,16.49,0.0,0.0
-1.7209721965000782,B,1,11.36,0.0,0.0
-1.7206997581231995,A,1,6.17,0.0,0.0
-1.715687103465215,A,1,6.03,0.0,0.0
-1.7153135319156245,A,1,7.51,0.0,0.0
-1.7148462132800084,B,1,11.49,0.0,0.0
-1.6958292329040985,B,1,8.88,0.0,0.0
-1.6867259478602792,A,1,6.99,0.0,0.0
-1.6713506320843905,B,1,10.59,0.0,0.0
-1.6706093785895293,C,1,12.61,0.0,0.0
-1.6676763705693949,C,1,13.43,0.0,0.0
-1.6598376909697494,C,1,15.23,0.0,0.0
-1.6455415839491927,B,1,11.49,0.0,0.0
-1.6162642676848193,B,1,10.65,0.0,0.0
-1.6149409271913244,B,1,11.71,0.0,0.0
-1.6040859001996848,B,1,11.49,0.0,0.0
-1.6016724641670876,A,1,8.9,0.0,0.0
-1.5994203404083533,C,1,15.96,0.0,0.0
-1.5934304889965172,C,1,14.27,0.0,0.0
-1.5882262075436206,C,1,12.87,0.0,0.0
-1.581964338284663,A,1,6.91,0.0,0.0
-1.5735133317495662,A,1,7.88,0.0,0.0
-1.57099292491114,C,1,13.43,0.0,0.0
-1.5708739428115919,C,1,14.79,0.0,0.0
-1.565216788678505,A,1,6.99,0.0,0.0
-1.565037891828788,B,1,11.11,0.0,0.0
-1.5592426949349072,missing,1,7.9,0.0,0.0
-1.5541911964984205,A,1,7.14,0.0,0.0
-1.5536709202670842,A,1,7.29,0.0,0.0
-1.5389908372406906,B,1,11.58,0.0,0.0
-1.5320734146081678,A,1,6.91,0.0,0.0
-1.5219458107489074,B,1,11.11,0.0,0.0
-1.5165435052062741,A,1,6.39,0.0,0.0
-1.5157009538244888,B,1,9.07,0.0,0.0
-1.5126914165645768,B,1,11.71,0.0,0.0
-1.5101179486923488,B,1,10.75,0.0,0.0
-1.5066927537629469,missing,1,9.91,0.0,0.0
-1.5009803563137702,A,1,8.0,0.0,0.0
-1.4974868146968303,missing,1,7.9,0.0,0.0
-1.497410726351051,C,1,13.99,0.0,0.0
-1.4958600108435807,C,1,14.35,0.0,0.0
-1.4953210831170294,A,1,5.79,0.0,0.0
-1.4952207436000717,A,1,8.0,0.0,0.0
-1.4892648726429911,C,1,13.49,0.0,0.0
-1.4812595380286822,B,1,9.25,0.0,0.0
-1.4748391883272172,A,1,6.03,0.0,0.0
-1.4726532319467758,B,1,10.62,0.0,0.0
-1.4717607043532208,A,1,5.42,0.0,0.0
-1.4690738811063593,B,1,12.69,0.0,0.0
-1.4689847712481021,missing,1,11.83,0.0,0.0
-1.4634635830078802,A,1,8.49,0.0,0.0
-1.4608972660726636,C,1,13.43,0.0,0.0
-1.453798690599032,C,1,13.57,0.0,0.0
